strongs	class	lemma	root_paleo	surface	count
H1855	related	𐤃𐤒𐤒	𐤌𐤄𐤃𐤒	𐤌𐤄𐤃𐤒	
H1922	prefix-retained	𐤄𐤃𐤓	𐤌𐤄𐤃𐤓	𐤌𐤄𐤃𐤓	
H3029	related	𐤉𐤃𐤀	𐤌𐤄𐤅𐤃𐤀	𐤌𐤄𐤅𐤃𐤀	
H3046	related	𐤉𐤃𐤏	𐤌𐤄𐤅𐤃𐤏𐤉𐤍	𐤌𐤄𐤅𐤃𐤏𐤉𐤍	
H1984	related	𐤄𐤋𐤋	𐤌𐤄𐤅𐤋𐤋	𐤌𐤄𐤅𐤋𐤋	
H1984	related	𐤄𐤋𐤋	𐤌𐤄𐤅𐤋𐤋	𐤌𐤄𐤅𐤋𐤋	
H2685	related	𐤇𐤑𐤐	𐤌𐤄𐤇𐤑𐤐𐤄	𐤌𐤄𐤇𐤑𐤐𐤄	
H5182	related	𐤍𐤇𐤕	𐤌𐤄𐤇𐤕𐤉𐤍	𐤌𐤄𐤇𐤕𐤉𐤍	
H540	related	𐤀𐤌𐤍	𐤌𐤄𐤉𐤌𐤍	𐤌𐤄𐤉𐤌𐤍	
H1946	related	𐤄𐤅𐤊	𐤌𐤄𐤊	𐤌𐤄𐤊	
H1980	prefix-retained	𐤄𐤋𐤊	𐤌𐤄𐤋𐤊	𐤌𐤄𐤋𐤊	
H1981	prefix-retained	𐤄𐤋𐤊	𐤌𐤄𐤋𐤊	𐤌𐤄𐤋𐤊	
H1980	prefix-retained	𐤄𐤋𐤊	𐤌𐤄𐤋𐤊	𐤌𐤄𐤋𐤊	
H1980	related	𐤄𐤋𐤊	𐤌𐤄𐤋𐤊𐤉𐤌	𐤌𐤄𐤋𐤊𐤉𐤌	
H1981	related	𐤄𐤋𐤊	𐤌𐤄𐤋𐤊𐤉𐤍	𐤌𐤄𐤋𐤊𐤉𐤍	
H1984	prefix-retained	𐤄𐤋𐤋	𐤌𐤄𐤋𐤋	𐤌𐤄𐤋𐤋	
H1984	related	𐤄𐤋𐤋	𐤌𐤄𐤋𐤋𐤉𐤌	𐤌𐤄𐤋𐤋𐤉𐤌	
H5142	related	𐤍𐤆𐤒	𐤌𐤄𐤍𐤆𐤒𐤕	𐤌𐤄𐤍𐤆𐤒𐤕	
H5709	related	𐤏𐤃𐤀	𐤌𐤄𐤏𐤃𐤄	𐤌𐤄𐤏𐤃𐤄	
H6966	related	𐤒𐤅𐤌	𐤌𐤄𐤒𐤉𐤌	𐤌𐤄𐤒𐤉𐤌	
H7106	related	𐤒𐤑𐤏	𐤌𐤄𐤒𐤑𐤏𐤅𐤕	𐤌𐤄𐤒𐤑𐤏𐤅𐤕	
H7127	related	𐤒𐤓𐤁	𐤌𐤄𐤒𐤓𐤁𐤉𐤍	𐤌𐤄𐤒𐤓𐤁𐤉𐤍	
H2040	related	𐤄𐤓𐤎	𐤌𐤄𐤓𐤎𐤉	𐤌𐤄𐤓𐤎𐤉	
H8133	prefix-retained	𐤔𐤍𐤀	𐤌𐤄𐤔𐤍𐤀	𐤌𐤄𐤔𐤍𐤀	
H935	related	𐤁𐤅𐤀	𐤌𐤅𐤁𐤀	𐤌𐤅𐤁𐤀	
H935	related	𐤁𐤅𐤀	𐤌𐤅𐤁𐤀𐤅𐤕	𐤌𐤅𐤁𐤀𐤅𐤕	
H935	related	𐤁𐤅𐤀	𐤌𐤅𐤁𐤀𐤉𐤌	𐤌𐤅𐤁𐤀𐤉𐤌	
H947	related	𐤁𐤅𐤎	𐤌𐤅𐤁𐤎	𐤌𐤅𐤁𐤎	
H3013	related	𐤉𐤂𐤄	𐤌𐤅𐤂𐤉	𐤌𐤅𐤂𐤉	
H3029	related	𐤉𐤃𐤀	𐤌𐤅𐤃𐤀	𐤌𐤅𐤃𐤀	
H3034	related	𐤉𐤃𐤄	𐤌𐤅𐤃𐤄	𐤌𐤅𐤃𐤄	
H3034	related	𐤉𐤃𐤄	𐤌𐤅𐤃𐤉𐤌	𐤌𐤅𐤃𐤉𐤌	
H3045	related	𐤉𐤃𐤏	𐤌𐤅𐤃𐤉𐤏	𐤌𐤅𐤃𐤉𐤏	
H3045	related	𐤉𐤃𐤏	𐤌𐤅𐤃𐤉𐤏	𐤌𐤅𐤃𐤉𐤏	
H3045	related	𐤉𐤃𐤏	𐤌𐤅𐤃𐤉𐤏𐤉𐤌	𐤌𐤅𐤃𐤉𐤏𐤉𐤌	
H3045	related	𐤉𐤃𐤏	𐤌𐤅𐤃𐤉𐤏𐤌	𐤌𐤅𐤃𐤉𐤏𐤌	
H2114	related	𐤆𐤅𐤓	𐤌𐤅𐤆𐤓	𐤌𐤅𐤆𐤓	
H3198	related	𐤉𐤊𐤇	𐤌𐤅𐤊𐤉𐤇	𐤌𐤅𐤊𐤉𐤇	
H3198	related	𐤉𐤊𐤇	𐤌𐤅𐤊𐤉𐤇𐤉𐤌	𐤌𐤅𐤊𐤉𐤇𐤉𐤌	
H3559	related	𐤊𐤅𐤍	𐤌𐤅𐤊𐤍	𐤌𐤅𐤊𐤍	
H3559	related	𐤊𐤅𐤍	𐤌𐤅𐤊𐤍𐤉𐤌	𐤌𐤅𐤊𐤍𐤉𐤌	
H3205	related	𐤉𐤋𐤃	𐤌𐤅𐤋𐤃𐤉𐤌	𐤌𐤅𐤋𐤃𐤉𐤌	
H3205	related	𐤉𐤋𐤃	𐤌𐤅𐤋𐤉𐤃	𐤌𐤅𐤋𐤉𐤃	
H3212	related	𐤉𐤋𐤊	𐤌𐤅𐤋𐤉𐤊	𐤌𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤌𐤅𐤋𐤉𐤊	𐤌𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤌𐤅𐤋𐤉𐤊	𐤌𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤌𐤅𐤋𐤉𐤊	𐤌𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤌𐤅𐤋𐤉𐤊	𐤌𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤌𐤅𐤋𐤊𐤅𐤕	𐤌𐤅𐤋𐤊𐤅𐤕	
H3238	related	𐤉𐤍𐤄	𐤌𐤅𐤍𐤉	𐤌𐤅𐤍𐤉	
H5437	related	𐤎𐤁𐤁	𐤌𐤅𐤎𐤁𐤕	𐤌𐤅𐤎𐤁𐤕	
H3245	related	𐤉𐤎𐤃	𐤌𐤅𐤎𐤃	𐤌𐤅𐤎𐤃	
H935	unrelated	𐤁𐤅𐤀	𐤌𐤅𐤎𐤉𐤐𐤉𐤌	𐤌𐤅𐤎𐤉𐤐𐤉𐤌	
H5493	related	𐤎𐤅𐤓	𐤌𐤅𐤎𐤓	𐤌𐤅𐤎𐤓	
H5493	related	𐤎𐤅𐤓	𐤌𐤅𐤎𐤓𐤉𐤌	𐤌𐤅𐤎𐤓𐤉𐤌	
H3259	related	𐤉𐤏𐤃	𐤌𐤅𐤏𐤃𐤉𐤌	𐤌𐤅𐤏𐤃𐤉𐤌	
H3276	related	𐤉𐤏𐤋	𐤌𐤅𐤏𐤉𐤋	𐤌𐤅𐤏𐤉𐤋	
H6338	related	𐤐𐤆𐤆	𐤌𐤅𐤐𐤆	𐤌𐤅𐤐𐤆	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤀	𐤌𐤅𐤑𐤀	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤀𐤅𐤕	𐤌𐤅𐤑𐤀𐤅𐤕	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤀𐤉	𐤌𐤅𐤑𐤀𐤉	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤀𐤉𐤌	𐤌𐤅𐤑𐤀𐤉𐤌	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤀𐤉𐤌	𐤌𐤅𐤑𐤀𐤉𐤌	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤀𐤕	𐤌𐤅𐤑𐤀𐤕	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤉𐤀	𐤌𐤅𐤑𐤉𐤀	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤉𐤀	𐤌𐤅𐤑𐤉𐤀	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤉𐤀	𐤌𐤅𐤑𐤉𐤀	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤉𐤀	𐤌𐤅𐤑𐤉𐤀	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤉𐤀	𐤌𐤅𐤑𐤉𐤀	
H3318	related	𐤉𐤑𐤀	𐤌𐤅𐤑𐤉𐤀𐤉𐤌	𐤌𐤅𐤑𐤉𐤀𐤉𐤌	
H3332	related	𐤉𐤑𐤒	𐤌𐤅𐤑𐤒	𐤌𐤅𐤑𐤒	
H3363	related	𐤉𐤒𐤏	𐤌𐤅𐤒𐤏𐤉𐤌	𐤌𐤅𐤒𐤏𐤉𐤌	
H3384	unrelated	𐤉𐤓𐤄	𐤌𐤅𐤓	𐤌𐤅𐤓	
H3384	related	𐤉𐤓𐤄	𐤌𐤅𐤓𐤀𐤉𐤌	𐤌𐤅𐤓𐤀𐤉𐤌	
H3384	related	𐤉𐤓𐤄	𐤌𐤅𐤓𐤄	𐤌𐤅𐤓𐤄	
H3384	related	𐤉𐤓𐤄	𐤌𐤅𐤓𐤄	𐤌𐤅𐤓𐤄	
H3384	related	𐤉𐤓𐤄	𐤌𐤅𐤓𐤉	𐤌𐤅𐤓𐤉	
H3381	related	𐤉𐤓𐤃	𐤌𐤅𐤓𐤉𐤃	𐤌𐤅𐤓𐤉𐤃	
H3384	unrelated	𐤉𐤓𐤄	𐤌𐤅𐤓	𐤌𐤅𐤓𐤉𐤌	
H3384	related	𐤉𐤓𐤄	𐤌𐤅𐤓𐤉𐤌	𐤌𐤅𐤓𐤉𐤌	
H3423	related	𐤉𐤓𐤔	𐤌𐤅𐤓𐤉𐤔	𐤌𐤅𐤓𐤉𐤔	
H3423	related	𐤉𐤓𐤔	𐤌𐤅𐤓𐤉𐤔	𐤌𐤅𐤓𐤉𐤔	
H7725	related	𐤔𐤅𐤁	𐤌𐤅𐤔𐤁	𐤌𐤅𐤔𐤁	
H7725	related	𐤔𐤅𐤁	𐤌𐤅𐤔𐤁𐤉𐤌	𐤌𐤅𐤔𐤁𐤉𐤌	
H3427	related	𐤉𐤔𐤁	𐤌𐤅𐤔𐤉𐤁	𐤌𐤅𐤔𐤉𐤁	
H3427	related	𐤉𐤔𐤁	𐤌𐤅𐤔𐤉𐤁𐤉	𐤌𐤅𐤔𐤉𐤁𐤉	
H3467	related	𐤉𐤔𐤏	𐤌𐤅𐤔𐤉𐤏	𐤌𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤌𐤅𐤔𐤉𐤏	𐤌𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤌𐤅𐤔𐤉𐤏	𐤌𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤌𐤅𐤔𐤉𐤏	𐤌𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤌𐤅𐤔𐤉𐤏	𐤌𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤌𐤅𐤔𐤉𐤏𐤉𐤌	𐤌𐤅𐤔𐤉𐤏𐤉𐤌	
H3467	related	𐤉𐤔𐤏	𐤌𐤅𐤔𐤏	𐤌𐤅𐤔𐤏	
H3467	related	𐤉𐤔𐤏	𐤌𐤅𐤔𐤏𐤉𐤌	𐤌𐤅𐤔𐤏𐤉𐤌	
H228	related	𐤀𐤆𐤀	𐤌𐤆𐤀	𐤌𐤆𐤀	
H2076	prefix-retained	𐤆𐤁𐤇	𐤌𐤆𐤁𐤇	𐤌𐤆𐤁𐤇	
H2076	related	𐤆𐤁𐤇	𐤌𐤆𐤁𐤇𐤅𐤕	𐤌𐤆𐤁𐤇𐤅𐤕	
H2076	related	𐤆𐤁𐤇	𐤌𐤆𐤁𐤇𐤉𐤌	𐤌𐤆𐤁𐤇𐤉𐤌	
H5137	related	𐤍𐤆𐤄	𐤌𐤆𐤄	𐤌𐤆𐤄	
H228	unrelated	𐤀𐤆𐤀	𐤌𐤆𐤉	𐤌𐤆𐤉	
H238	related	𐤀𐤆𐤍	𐤌𐤆𐤉𐤍	𐤌𐤆𐤉𐤍	
H2142	related	𐤆𐤊𐤓	𐤌𐤆𐤊𐤉𐤓	𐤌𐤆𐤊𐤉𐤓	
H2142	related	𐤆𐤊𐤓	𐤌𐤆𐤊𐤓𐤉𐤌	𐤌𐤆𐤊𐤓𐤉𐤌	
H2142	related	𐤆𐤊𐤓	𐤌𐤆𐤊𐤓𐤕	𐤌𐤆𐤊𐤓𐤕	
H2163	related	𐤆𐤌𐤍	𐤌𐤆𐤌𐤍𐤅𐤕	𐤌𐤆𐤌𐤍𐤅𐤕	
H2163	related	𐤆𐤌𐤍	𐤌𐤆𐤌𐤍𐤉𐤌	𐤌𐤆𐤌𐤍𐤉𐤌	
H2111	related	𐤆𐤅𐤏	𐤌𐤆𐤏𐤆𐤏𐤉	𐤌𐤆𐤏𐤆𐤏𐤉	
H2212	prefix-retained	𐤆𐤒𐤒	𐤌𐤆𐤒𐤒	𐤌𐤆𐤒𐤒	
H2212	related	𐤆𐤒𐤒	𐤌𐤆𐤒𐤒𐤉𐤌	𐤌𐤆𐤒𐤒𐤉𐤌	
H2219	prefix-retained	𐤆𐤓𐤄	𐤌𐤆𐤓𐤄	𐤌𐤆𐤓𐤄	
H2219	prefix-retained	𐤆𐤓𐤄	𐤌𐤆𐤓𐤄	𐤌𐤆𐤓𐤄	
H2219	prefix-retained	𐤆𐤓𐤄	𐤌𐤆𐤓𐤄	𐤌𐤆𐤓𐤄	
H2232	related	𐤆𐤓𐤏	𐤌𐤆𐤓𐤉𐤏	𐤌𐤆𐤓𐤉𐤏	
H2418	related	𐤇𐤉𐤀	𐤌𐤇𐤀	𐤌𐤇𐤀	
H2254	related	𐤇𐤁𐤋	𐤌𐤇𐤁𐤋𐤉𐤌	𐤌𐤇𐤁𐤋𐤉𐤌	
H2280	prefix-retained	𐤇𐤁𐤔	𐤌𐤇𐤁𐤔	𐤌𐤇𐤁𐤔	
H2342	related	𐤇𐤅𐤋	𐤌𐤇𐤅𐤋𐤋	𐤌𐤇𐤅𐤋𐤋	
H2490	related	𐤇𐤋𐤋	𐤌𐤇𐤅𐤋𐤋𐤕	𐤌𐤇𐤅𐤋𐤋𐤕	
H2603	related	𐤇𐤍𐤍	𐤌𐤇𐤅𐤍𐤍	𐤌𐤇𐤅𐤍𐤍	
H2370	prefix-retained	𐤇𐤆𐤀	𐤌𐤇𐤆𐤀	𐤌𐤇𐤆𐤀	
H2388	related	𐤇𐤆𐤒	𐤌𐤇𐤆𐤉𐤒	𐤌𐤇𐤆𐤉𐤒	
H2388	related	𐤇𐤆𐤒	𐤌𐤇𐤆𐤉𐤒𐤉	𐤌𐤇𐤆𐤉𐤒𐤉	
H2388	related	𐤇𐤆𐤒	𐤌𐤇𐤆𐤉𐤒𐤉𐤌	𐤌𐤇𐤆𐤉𐤒𐤉𐤌	
H2388	prefix-retained	𐤇𐤆𐤒	𐤌𐤇𐤆𐤒	𐤌𐤇𐤆𐤒	
H2388	prefix-retained	𐤇𐤆𐤒	𐤌𐤇𐤆𐤒	𐤌𐤇𐤆𐤒	
H2388	related	𐤇𐤆𐤒	𐤌𐤇𐤆𐤒𐤉𐤌	𐤌𐤇𐤆𐤒𐤉𐤌	
H2388	related	𐤇𐤆𐤒	𐤌𐤇𐤆𐤒𐤕	𐤌𐤇𐤆𐤒𐤕	
H2398	prefix-retained	𐤇𐤈𐤀	𐤌𐤇𐤈𐤀	𐤌𐤇𐤈𐤀	
H2404	related	𐤇𐤈𐤁	𐤌𐤇𐤈𐤁𐤅𐤕	𐤌𐤇𐤈𐤁𐤅𐤕	
H2398	related	𐤇𐤈𐤀	𐤌𐤇𐤈𐤉𐤀𐤉	𐤌𐤇𐤈𐤉𐤀𐤉	
H2421	prefix-retained	𐤇𐤉𐤄	𐤌𐤇𐤉𐤄	𐤌𐤇𐤉𐤄	
H2442	prefix-retained	𐤇𐤊𐤄	𐤌𐤇𐤊𐤄	𐤌𐤇𐤊𐤄	
H2442	prefix-retained	𐤇𐤊𐤄	𐤌𐤇𐤊𐤄	𐤌𐤇𐤊𐤄	
H2442	related	𐤇𐤊𐤄	𐤌𐤇𐤊𐤉𐤌	𐤌𐤇𐤊𐤉𐤌	
H2449	related	𐤇𐤊𐤌	𐤌𐤇𐤊𐤉𐤌𐤕	𐤌𐤇𐤊𐤉𐤌𐤕	
H2449	prefix-retained	𐤇𐤊𐤌	𐤌𐤇𐤊𐤌	𐤌𐤇𐤊𐤌	
H2449	related	𐤇𐤊𐤌	𐤌𐤇𐤊𐤌𐤉𐤌	𐤌𐤇𐤊𐤌𐤉𐤌	
H2490	related	𐤇𐤋𐤋	𐤌𐤇𐤋	𐤌𐤇𐤋	
H2470	prefix-retained	𐤇𐤋𐤄	𐤌𐤇𐤋𐤄	𐤌𐤇𐤋𐤄	
H2505	related	𐤇𐤋𐤒	𐤌𐤇𐤋𐤉𐤒	𐤌𐤇𐤋𐤉𐤒	
H2505	related	𐤇𐤋𐤒	𐤌𐤇𐤋𐤉𐤒	𐤌𐤇𐤋𐤉𐤒	
H2490	prefix-retained	𐤇𐤋𐤋	𐤌𐤇𐤋𐤋	𐤌𐤇𐤋𐤋	
H2490	prefix-retained	𐤇𐤋𐤋	𐤌𐤇𐤋𐤋	𐤌𐤇𐤋𐤋	
H2342	related	𐤇𐤅𐤋	𐤌𐤇𐤋𐤋	𐤌𐤇𐤋𐤋	
H2490	prefix-retained	𐤇𐤋𐤋	𐤌𐤇𐤋𐤋	𐤌𐤇𐤋𐤋	
H2342	related	𐤇𐤅𐤋	𐤌𐤇𐤋𐤋𐤅𐤕	𐤌𐤇𐤋𐤋𐤅𐤕	
H2490	related	𐤇𐤋𐤋	𐤌𐤇𐤋𐤋𐤉	𐤌𐤇𐤋𐤋𐤉	
H2490	related	𐤇𐤋𐤋	𐤌𐤇𐤋𐤋𐤉	𐤌𐤇𐤋𐤋𐤉	
H2490	related	𐤇𐤋𐤋	𐤌𐤇𐤋𐤋𐤉	𐤌𐤇𐤋𐤋𐤉	
H2490	related	𐤇𐤋𐤋	𐤌𐤇𐤋𐤋𐤉𐤌	𐤌𐤇𐤋𐤋𐤉𐤌	
H2490	related	𐤇𐤋𐤋	𐤌𐤇𐤋𐤋𐤕	𐤌𐤇𐤋𐤋𐤕	
H2492	related	𐤇𐤋𐤌	𐤌𐤇𐤋𐤌𐤉𐤌	𐤌𐤇𐤋𐤌𐤉𐤌	
H2557	related	𐤇𐤌𐤑	𐤌𐤇𐤌𐤑𐤕	𐤌𐤇𐤌𐤑𐤕	
H2604	related	𐤇𐤍𐤍	𐤌𐤇𐤍	𐤌𐤇𐤍	
H2614	prefix-retained	𐤇𐤍𐤒	𐤌𐤇𐤍𐤒	𐤌𐤇𐤍𐤒	
H2636	prefix-retained	𐤇𐤎𐤐𐤎	𐤌𐤇𐤎𐤐𐤎	𐤌𐤇𐤎𐤐𐤎	
H2637	prefix-retained	𐤇𐤎𐤓	𐤌𐤇𐤎𐤓	𐤌𐤇𐤎𐤓	
H2659	related	𐤇𐤐𐤓	𐤌𐤇𐤐𐤉𐤓	𐤌𐤇𐤐𐤉𐤓	
H2664	prefix-retained	𐤇𐤐𐤔	𐤌𐤇𐤐𐤔	𐤌𐤇𐤐𐤔	
H2672	related	𐤇𐤑𐤁	𐤌𐤇𐤑𐤁𐤕	𐤌𐤇𐤑𐤁𐤕	
H2685	related	𐤇𐤑𐤐	𐤌𐤇𐤑𐤐𐤄	𐤌𐤇𐤑𐤐𐤄	
H2686	related	𐤇𐤑𐤑	𐤌𐤇𐤑𐤑𐤉𐤌	𐤌𐤇𐤑𐤑𐤉𐤌	
H2690	related	𐤇𐤑𐤓	𐤌𐤇𐤑𐤑𐤓𐤉𐤌	𐤌𐤇𐤑𐤑𐤓𐤉𐤌	
H2690	related	𐤇𐤑𐤓	𐤌𐤇𐤑𐤑𐤓𐤉𐤌	𐤌𐤇𐤑𐤑𐤓𐤉𐤌	
H2690	related	𐤇𐤑𐤓	𐤌𐤇𐤑𐤓𐤓𐤉𐤌	𐤌𐤇𐤑𐤓𐤓𐤉𐤌	
H2707	prefix-retained	𐤇𐤒𐤄	𐤌𐤇𐤒𐤄	𐤌𐤇𐤒𐤄	
H2710	prefix-retained	𐤇𐤒𐤒	𐤌𐤇𐤒𐤒	𐤌𐤇𐤒𐤒	
H2710	prefix-retained	𐤇𐤒𐤒	𐤌𐤇𐤒𐤒	𐤌𐤇𐤒𐤒	
H2710	prefix-retained	𐤇𐤒𐤒	𐤌𐤇𐤒𐤒	𐤌𐤇𐤒𐤒	
H2710	prefix-retained	𐤇𐤒𐤒	𐤌𐤇𐤒𐤒	𐤌𐤇𐤒𐤒	
H2710	related	𐤇𐤒𐤒	𐤌𐤇𐤒𐤒𐤉𐤌	𐤌𐤇𐤒𐤒𐤉𐤌	
H2717	related	𐤇𐤓𐤁	𐤌𐤇𐤓𐤁𐤅𐤕	𐤌𐤇𐤓𐤁𐤅𐤕	
H2717	related	𐤇𐤓𐤁	𐤌𐤇𐤓𐤁𐤉	𐤌𐤇𐤓𐤁𐤉	
H2717	related	𐤇𐤓𐤁	𐤌𐤇𐤓𐤁𐤕	𐤌𐤇𐤓𐤁𐤕	
H2717	related	𐤇𐤓𐤁	𐤌𐤇𐤓𐤉𐤁	𐤌𐤇𐤓𐤉𐤁	
H2729	related	𐤇𐤓𐤃	𐤌𐤇𐤓𐤉𐤃	𐤌𐤇𐤓𐤉𐤃	
H2790	related	𐤇𐤓𐤔	𐤌𐤇𐤓𐤉𐤔	𐤌𐤇𐤓𐤉𐤔	
H2778	prefix-retained	𐤇𐤓𐤐	𐤌𐤇𐤓𐤐	𐤌𐤇𐤓𐤐	
H2790	related	𐤇𐤓𐤔	𐤌𐤇𐤓𐤔𐤉𐤌	𐤌𐤇𐤓𐤔𐤉𐤌	
H2803	prefix-retained	𐤇𐤔𐤁	𐤌𐤇𐤔𐤁	𐤌𐤇𐤔𐤁	
H2814	prefix-retained	𐤇𐤔𐤄	𐤌𐤇𐤔𐤄	𐤌𐤇𐤔𐤄	
H2821	related	𐤇𐤔𐤊	𐤌𐤇𐤔𐤉𐤊	𐤌𐤇𐤔𐤉𐤊	
H2814	related	𐤇𐤔𐤄	𐤌𐤇𐤔𐤉𐤌	𐤌𐤇𐤔𐤉𐤌	
H2836	related	𐤇𐤔𐤒	𐤌𐤇𐤔𐤒𐤉𐤌	𐤌𐤇𐤔𐤒𐤉𐤌	
H2895	related	𐤈𐤅𐤁	𐤌𐤈𐤁	𐤌𐤈𐤁	
H5186	related	𐤍𐤈𐤄	𐤌𐤈𐤄	𐤌𐤈𐤄	
H2891	prefix-retained	𐤈𐤄𐤓	𐤌𐤈𐤄𐤓	𐤌𐤈𐤄𐤓	
H2891	prefix-retained	𐤈𐤄𐤓	𐤌𐤈𐤄𐤓	𐤌𐤈𐤄𐤓	
H2891	related	𐤈𐤄𐤓	𐤌𐤈𐤄𐤓𐤄	𐤌𐤈𐤄𐤓𐤄	
H2891	related	𐤈𐤄𐤓	𐤌𐤈𐤄𐤓𐤉𐤌	𐤌𐤈𐤄𐤓𐤉𐤌	
H2909	related	𐤈𐤇𐤄	𐤌𐤈𐤇𐤅𐤉	𐤌𐤈𐤇𐤅𐤉	
H5186	unrelated	𐤍𐤈𐤄	𐤌𐤈𐤉	𐤌𐤈𐤉	
H2895	related	𐤈𐤅𐤁	𐤌𐤈𐤉𐤁	𐤌𐤈𐤉𐤁	
H5186	unrelated	𐤍𐤈𐤄	𐤌𐤈𐤉𐤌	𐤌𐤈𐤉𐤌	
H5197	related	𐤍𐤈𐤐	𐤌𐤈𐤉𐤐	𐤌𐤈𐤉𐤐	
H2921	related	𐤈𐤋𐤀	𐤌𐤈𐤋𐤀𐤅𐤕	𐤌𐤈𐤋𐤀𐤅𐤕	
H2904	related	𐤈𐤅𐤋	𐤌𐤈𐤋𐤈𐤋	𐤌𐤈𐤋𐤈𐤋	
H2930	related	𐤈𐤌𐤀	𐤌𐤈𐤌𐤀𐤄	𐤌𐤈𐤌𐤀𐤄	
H2944	related	𐤈𐤏𐤍	𐤌𐤈𐤏𐤍𐤉	𐤌𐤈𐤏𐤍𐤉	
H1119	unrelated	𐤁𐤌𐤅	𐤌𐤉	𐤌𐤉	
H3045	prefix-retained	𐤉𐤃𐤏	𐤌𐤉𐤃𐤏	𐤌𐤉𐤃𐤏	
H3045	prefix-retained	𐤉𐤃𐤏	𐤌𐤉𐤃𐤏	𐤌𐤉𐤃𐤏	
H3045	prefix-retained	𐤉𐤃𐤏	𐤌𐤉𐤃𐤏	𐤌𐤉𐤃𐤏	
H3045	related	𐤉𐤃𐤏	𐤌𐤉𐤃𐤏𐤉	𐤌𐤉𐤃𐤏𐤉	
H3045	related	𐤉𐤃𐤏	𐤌𐤉𐤃𐤏𐤕	𐤌𐤉𐤃𐤏𐤕	
H2109	related	𐤆𐤅𐤍	𐤌𐤉𐤆𐤍𐤉𐤌	𐤌𐤉𐤆𐤍𐤉𐤌	
H3176	prefix-retained	𐤉𐤇𐤋	𐤌𐤉𐤇𐤋	𐤌𐤉𐤇𐤋	
H3176	related	𐤉𐤇𐤋	𐤌𐤉𐤇𐤋𐤉𐤌	𐤌𐤉𐤇𐤋𐤉𐤌	
H3190	related	𐤉𐤈𐤁	𐤌𐤉𐤈𐤁𐤉	𐤌𐤉𐤈𐤁𐤉	
H3190	related	𐤉𐤈𐤁	𐤌𐤉𐤈𐤉𐤁	𐤌𐤉𐤈𐤉𐤁	
H3190	related	𐤉𐤈𐤁	𐤌𐤉𐤈𐤉𐤁𐤉	𐤌𐤉𐤈𐤉𐤁𐤉	
H3190	related	𐤉𐤈𐤁	𐤌𐤉𐤈𐤉𐤁𐤉𐤌	𐤌𐤉𐤈𐤉𐤁𐤉𐤌	
H3205	related	𐤉𐤋𐤃	𐤌𐤉𐤋𐤃𐤕	𐤌𐤉𐤋𐤃𐤕	
H3205	related	𐤉𐤋𐤃	𐤌𐤉𐤋𐤃𐤕	𐤌𐤉𐤋𐤃𐤕	
H3231	related	𐤉𐤌𐤍	𐤌𐤉𐤌𐤉𐤍𐤉𐤌	𐤌𐤉𐤌𐤉𐤍𐤉𐤌	
H3243	related	𐤉𐤍𐤒	𐤌𐤉𐤍𐤉𐤒𐤅𐤕	𐤌𐤉𐤍𐤉𐤒𐤅𐤕	
H3243	related	𐤉𐤍𐤒	𐤌𐤉𐤍𐤉𐤒𐤕𐤉	𐤌𐤉𐤍𐤉𐤒𐤕𐤉	
H3243	related	𐤉𐤍𐤒	𐤌𐤉𐤍𐤒𐤕	𐤌𐤉𐤍𐤒𐤕	
H3243	related	𐤉𐤍𐤒	𐤌𐤉𐤍𐤒𐤕	𐤌𐤉𐤍𐤒𐤕	
H3243	related	𐤉𐤍𐤒	𐤌𐤉𐤍𐤒𐤕	𐤌𐤉𐤍𐤒𐤕	
H3245	prefix-retained	𐤉𐤎𐤃	𐤌𐤉𐤎𐤃	𐤌𐤉𐤎𐤃	
H3245	related	𐤉𐤎𐤃	𐤌𐤉𐤎𐤃𐤉𐤌	𐤌𐤉𐤎𐤃𐤉𐤌	
