ref	english_word	web_strongs	web_translit	oshb_strongs_in_that_verse
28:14:9	right	H3477	Yashar	H669 H4100 H9005 H5750 H6091 H589 H6030 H9000 H7789 H9004 H1265 H7488 H4480 H6529 H4672
28:14:9	righteous	H6662	Tzadayaq	H669 H4100 H9005 H5750 H6091 H589 H6030 H9000 H7789 H9004 H1265 H7488 H4480 H6529 H4672
28:14:9	walk	H3212	Yalak	H669 H4100 H9005 H5750 H6091 H589 H6030 H9000 H7789 H9004 H1265 H7488 H4480 H6529 H4672
28:14:9	stumble	H3782	Kashal	H669 H4100 H9005 H5750 H6091 H589 H6030 H9000 H7789 H9004 H1265 H7488 H4480 H6529 H4672
29:1:11	confounded	H3001	Yabash	H954 H406 H3213 H3755 H5921 H2406 H9000 H8184 H3588 H6 H7105 H7704
29:2:11	army	H2428	Chayal	H9000 H3068 H5414 H6963 H9005 H6440 H2426 H3588 H7227 H3966 H4264 H6099 H6213 H1697 H1419 H3117 H3372 H4310 H3557
29:3:1	days	H3117	Yawam	H9000 H1961 H310 H3651 H8210 H853 H7307 H5921 H3605 H1320 H5012 H1121 H1323 H2205 H2472 H2492 H970 H2384 H7200
29:3:1	time	H6256	Ith	H9000 H1961 H310 H3651 H8210 H853 H7307 H5921 H3605 H1320 H5012 H1121 H1323 H2205 H2472 H2492 H970 H2384 H7200
29:3:1	restore	H7622	Shabawath	H9000 H1961 H310 H3651 H8210 H853 H7307 H5921 H3605 H1320 H5012 H1121 H1323 H2205 H2472 H2492 H970 H2384 H7200
29:3:1	Judah	H3063	Yahawadah	H9000 H1961 H310 H3651 H8210 H853 H7307 H5921 H3605 H1320 H5012 H1121 H1323 H2205 H2472 H2492 H970 H2384 H7200
29:3:1	Jerusalem	H3389	Yarawashalam	H9000 H1961 H310 H3651 H8210 H853 H7307 H5921 H3605 H1320 H5012 H1121 H1323 H2205 H2472 H2492 H970 H2384 H7200
29:3:2	gather	H6908	Qabatz	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	nations	H1471	Gaway	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	bring	H3381	Yarad	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	valley	H6010	Imaq	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	Jehoshaphat	H3092	Yahawashapat	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	judgment	H8199	Shapat	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	people	H5971	Im	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	heritage	H5159	Nachalah	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	Israel	H3478	Yasharaal	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	scattered	H6340	Pazar	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	nations	H1471	Gaway	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	have	H2505	Chalaq	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:2	land	H776	Aratz	H9000 H1571 H5921 H9009 H5650 H8198 H9003 H3117 H1992 H8210 H853 H7307
29:3:3	cast	H3032	Yadad	H9000 H5414 H4159 H9003 H8064 H776 H1818 H784 H8490 H6227
29:3:3	lots	H1486	Gawaral	H9000 H5414 H4159 H9003 H8064 H776 H1818 H784 H8490 H6227
29:3:3	people	H5971	Im	H9000 H5414 H4159 H9003 H8064 H776 H1818 H784 H8490 H6227
29:3:3	boy	H3206	Yalad	H9000 H5414 H4159 H9003 H8064 H776 H1818 H784 H8490 H6227
29:3:3	sold	H4376	Makar	H9000 H5414 H4159 H9003 H8064 H776 H1818 H784 H8490 H6227
29:3:3	girl	H3207	Yaladah	H9000 H5414 H4159 H9003 H8064 H776 H1818 H784 H8490 H6227
29:3:3	wine	H3196	Yayan	H9000 H5414 H4159 H9003 H8064 H776 H1818 H784 H8490 H6227
29:3:3	drink	H8354	Shathah	H9000 H5414 H4159 H9003 H8064 H776 H1818 H784 H8490 H6227
29:3:4	Tyre	H6865	Tzar	H9009 H8121 H2015 H9005 H2822 H9000 H3394 H1818 H6440 H935 H3117 H3068 H1419 H3372
29:3:4	Sidon	H6721	Tzayadawan	H9009 H8121 H2015 H9005 H2822 H9000 H3394 H1818 H6440 H935 H3117 H3068 H1419 H3372
29:3:4	Philistia	H6429	Palashath	H9009 H8121 H2015 H9005 H2822 H9000 H3394 H1818 H6440 H935 H3117 H3068 H1419 H3372
29:3:4	swiftly	H7031	Qal	H9009 H8121 H2015 H9005 H2822 H9000 H3394 H1818 H6440 H935 H3117 H3068 H1419 H3372
29:3:4	speedily	H4120	Maharah	H9009 H8121 H2015 H9005 H2822 H9000 H3394 H1818 H6440 H935 H3117 H3068 H1419 H3372
29:3:4	return	H7725	Shawab	H9009 H8121 H2015 H9005 H2822 H9000 H3394 H1818 H6440 H935 H3117 H3068 H1419 H3372
29:3:4	head	H7218	Raash	H9009 H8121 H2015 H9005 H2822 H9000 H3394 H1818 H6440 H935 H3117 H3068 H1419 H3372
29:3:5	taken	H3947	Laqach	H9000 H1961 H3605 H834 H7121 H9003 H8034 H3068 H4422 H3588 H2022 H6726 H3389 H6413 H9004 H559 H8300
29:3:5	silver	H3701	Kasap	H9000 H1961 H3605 H834 H7121 H9003 H8034 H3068 H4422 H3588 H2022 H6726 H3389 H6413 H9004 H559 H8300
29:3:5	gold	H2091	Zahab	H9000 H1961 H3605 H834 H7121 H9003 H8034 H3068 H4422 H3588 H2022 H6726 H3389 H6413 H9004 H559 H8300
29:3:5	have	H935	Bawaa	H9000 H1961 H3605 H834 H7121 H9003 H8034 H3068 H4422 H3588 H2022 H6726 H3389 H6413 H9004 H559 H8300
29:3:5	temples	H1964	Hayakal	H9000 H1961 H3605 H834 H7121 H9003 H8034 H3068 H4422 H3588 H2022 H6726 H3389 H6413 H9004 H559 H8300
30:1:5	Eden	H5731	Idan	H9000 H7665 H1280 H1834 H3772 H3427 H9006 H1237 H206 H8551 H7626 H1004 H5730 H1540 H5971 H758 H7024 H559 H3068
30:2:13	full	H4392	Malaa	H2009 H595 H5781 H8478 H9004 H834 H9009 H5699 H4395 H9005 H5995
30:5:26	king	H4428	Malak	H9000 H5375 H853 H5522 H4432 H3594 H6754 H3556 H430 H834 H6213 H9005
30:6:2	Hamath	H2574	Chamath	H5674 H3641 H9000 H7200 H3212 H9006 H8033 H2579 H3381 H1661 H6430 H2896 H4480 H9009 H4467 H428 H518 H7227 H1366
30:6:9	men	H582	Anawash	H9000 H1961 H518 H3498 H6235 H376 H9003 H1004 H259 H4191
30:6:13	rejoice	H8056	Shamach	H9009 H8055 H9005 H3808 H1697 H559 H9003 H2392 H3947 H7161
30:7:2	Yahweh	H3068	Yahawah	H9000 H1961 H518 H3615 H9005 H398 H853 H6212 H9009 H776 H559 H136 H3069 H5545 H4994 H4310 H6965 H3290 H3588 H6996 H1931
30:8:1	Yahweh	H3068	Yahawah	H3541 H7200 H136 H3069 H9000 H2009 H3619 H7019
30:8:4	poor	H6041	Inay	H8085 H2063 H9009 H7602 H34 H9000 H9005 H7673 H6035 H776
30:8:8	sink	H8257	Shaqai	H5921 H2063 H3808 H7264 H9009 H776 H9000 H56 H3605 H3427 H9003 H5927 H9004 H2975 H1644 H8248 H4714
30:8:8	River	H216	Awar	H5921 H2063 H3808 H7264 H9009 H776 H9000 H56 H3605 H3427 H9003 H5927 H9004 H2975 H1644 H8248 H4714
31:1:3	habitation	H3427	Yashab	H2087 H3820 H5377 H7931 H9003 H2288 H5553 H4791 H7675 H559 H4310 H3381 H776
31:1:7	men	H582	Anawash	H5704 H9009 H1366 H7971 H3605 H376 H1285 H5377 H3201 H9005 H7965 H3899 H7760 H4204 H8478 H369 H8394 H9003
31:1:7	men	H582	Anawash	H5704 H9009 H1366 H7971 H3605 H376 H1285 H5377 H3201 H9005 H7965 H3899 H7760 H4204 H8478 H369 H8394 H9003
32:1:10	men	H582	Anawash	H9000 H3372 H9009 H376 H3373 H1419 H559 H413 H4100 H2063 H6213 H3588 H3045 H9006 H9005 H6440 H3068 H1931 H1272 H5046
32:1:10	men	H582	Anawash	H9000 H3372 H9009 H376 H3373 H1419 H559 H413 H4100 H2063 H6213 H3588 H3045 H9006 H9005 H6440 H3068 H1931 H1272 H5046
32:1:13	men	H582	Anawash	H9000 H2864 H9009 H376 H9005 H7725 H413 H3004 H3808 H3201 H3588 H3220 H1980 H5590 H5921
32:1:16	men	H582	Anawash	H9000 H3372 H9009 H376 H3373 H1419 H853 H3068 H2076 H2077 H9005 H5087 H5088
32:2:1	prayed	H6419	Palal	H9000 H4487 H3068 H1709 H1419 H9005 H1104 H853 H3124 H1961 H9003 H4578 H9009 H7969 H3117 H3915
32:2:1	God	H430	Alahayam	H9000 H4487 H3068 H1709 H1419 H9005 H1104 H853 H3124 H1961 H9003 H4578 H9009 H7969 H3117 H3915
32:2:1	fish's	H1710	Dagah	H9000 H4487 H3068 H1709 H1419 H9005 H1104 H853 H3124 H1961 H9003 H4578 H9009 H7969 H3117 H3915
32:2:2	said	H559	Amar	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:2	called	H7121	Qaraa	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:2	affliction	H6869	Tzarah	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:2	answered	H6030	Inah	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:2	belly	H990	Batan	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:2	Sheol	H7585	Shaawal	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:2	cried	H7768	Shawai	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:2	heard	H8085	Shamai	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:2	voice	H6963	Qawal	H9000 H6419 H3124 H413 H3068 H430 H9006 H4578 H9009 H1710
32:2:3	threw	H7993	Shalak	H9000 H559 H7121 H9006 H6869 H9005 H413 H3068 H6030 H990 H7585 H7768 H8085 H6963
32:2:3	depths	H4688	Matzawalah	H9000 H559 H7121 H9006 H6869 H9005 H413 H3068 H6030 H990 H7585 H7768 H8085 H6963
32:2:3	heart	H3824	Labab	H9000 H559 H7121 H9006 H6869 H9005 H413 H3068 H6030 H990 H7585 H7768 H8085 H6963
32:2:3	seas	H3220	Yam	H9000 H559 H7121 H9006 H6869 H9005 H413 H3068 H6030 H990 H7585 H7768 H8085 H6963
32:2:3	flood	H5104	Nahar	H9000 H559 H7121 H9006 H6869 H9005 H413 H3068 H6030 H990 H7585 H7768 H8085 H6963
32:2:3	waves	H1530	Gal	H9000 H559 H7121 H9006 H6869 H9005 H413 H3068 H6030 H990 H7585 H7768 H8085 H6963
32:2:3	billows	H4867	Mashabar	H9000 H559 H7121 H9006 H6869 H9005 H413 H3068 H6030 H990 H7585 H7768 H8085 H6963
32:2:3	passed	H5674	Ibar	H9000 H559 H7121 H9006 H6869 H9005 H413 H3068 H6030 H990 H7585 H7768 H8085 H6963
32:2:4	said	H559	Amar	H9000 H7993 H4688 H9003 H3824 H3220 H5104 H5437 H3605 H4867 H1530 H5921 H5674
32:2:4	sight	H5869	Iyan	H9000 H7993 H4688 H9003 H3824 H3220 H5104 H5437 H3605 H4867 H1530 H5921 H5674
32:2:4	look	H5027	Nabat	H9000 H7993 H4688 H9003 H3824 H3220 H5104 H5437 H3605 H4867 H1530 H5921 H5674
32:2:4	holy	H6944	Qadash	H9000 H7993 H4688 H9003 H3824 H3220 H5104 H5437 H3605 H4867 H1530 H5921 H5674
32:2:4	temple	H1964	Hayakal	H9000 H7993 H4688 H9003 H3824 H3220 H5104 H5437 H3605 H4867 H1530 H5921 H5674
32:2:5	waters	H4325	Mayam	H9000 H589 H559 H1644 H9006 H5048 H5869 H389 H3254 H9005 H5027 H413 H1964 H6944
32:2:5	soul	H5315	Napash	H9000 H589 H559 H1644 H9006 H5048 H5869 H389 H3254 H9005 H5027 H413 H1964 H6944
32:2:5	deep	H8415	Thahawam	H9000 H589 H559 H1644 H9006 H5048 H5869 H389 H3254 H9005 H5027 H413 H1964 H6944
32:2:5	weeds	H5488	Sawap	H9000 H589 H559 H1644 H9006 H5048 H5869 H389 H3254 H9005 H5027 H413 H1964 H6944
32:2:5	wrapped	H2280	Chabash	H9000 H589 H559 H1644 H9006 H5048 H5869 H389 H3254 H9005 H5027 H413 H1964 H6944
32:2:5	head	H7218	Raash	H9000 H589 H559 H1644 H9006 H5048 H5869 H389 H3254 H9005 H5027 H413 H1964 H6944
32:2:6	went	H3381	Yarad	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	bottoms	H7095	Qatzab	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	mountains	H2022	Har	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	earth	H776	Aratz	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	barred	H1280	Barayach	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	forever	H5769	Iwalam	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	brought	H5927	Ilah	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	life	H2416	Chay	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	pit	H7845	Shachath	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	Yahweh	H3068	Yahawah	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:6	God	H430	Alahayam	H661 H4325 H5704 H5315 H8415 H5437 H5488 H2280 H9005 H7218
32:2:7	soul	H5315	Napash	H9005 H7095 H2022 H3381 H9009 H776 H1280 H1157 H5769 H9000 H5927 H9006 H7845 H2416 H3068 H430
32:2:7	fainted	H5848	Itap	H9005 H7095 H2022 H3381 H9009 H776 H1280 H1157 H5769 H9000 H5927 H9006 H7845 H2416 H3068 H430
32:2:7	remembered	H2142	Zakar	H9005 H7095 H2022 H3381 H9009 H776 H1280 H1157 H5769 H9000 H5927 H9006 H7845 H2416 H3068 H430
32:2:7	prayer	H8605	Thapalah	H9005 H7095 H2022 H3381 H9009 H776 H1280 H1157 H5769 H9000 H5927 H9006 H7845 H2416 H3068 H430
32:2:7	came	H935	Bawaa	H9005 H7095 H2022 H3381 H9009 H776 H1280 H1157 H5769 H9000 H5927 H9006 H7845 H2416 H3068 H430
32:2:7	holy	H6944	Qadash	H9005 H7095 H2022 H3381 H9009 H776 H1280 H1157 H5769 H9000 H5927 H9006 H7845 H2416 H3068 H430
32:2:7	temple	H1964	Hayakal	H9005 H7095 H2022 H3381 H9009 H776 H1280 H1157 H5769 H9000 H5927 H9006 H7845 H2416 H3068 H430
32:2:8	regard	H8104	Shamar	H9003 H5848 H5921 H5315 H853 H3068 H2142 H9000 H935 H413 H8605 H1964 H6944
32:2:8	lying	H7723	Shawaa	H9003 H5848 H5921 H5315 H853 H3068 H2142 H9000 H935 H413 H8605 H1964 H6944
32:2:8	vanities	H1892	Habal	H9003 H5848 H5921 H5315 H853 H3068 H2142 H9000 H935 H413 H8605 H1964 H6944
32:2:8	forsake	H5800	Izab	H9003 H5848 H5921 H5315 H853 H3068 H2142 H9000 H935 H413 H8605 H1964 H6944
32:2:8	mercy	H2617	Chasad	H9003 H5848 H5921 H5315 H853 H3068 H2142 H9000 H935 H413 H8605 H1964 H6944
32:2:9	sacrifice	H2076	Zabach	H8104 H1892 H7723 H2617 H5800
32:2:9	voice	H6963	Qawal	H8104 H1892 H7723 H2617 H5800
32:2:9	pay	H7999	Shalam	H8104 H1892 H7723 H2617 H5800
32:2:9	vowed	H5087	Nadar	H8104 H1892 H7723 H2617 H5800
32:2:9	Salvation	H3444	Yashawaih	H8104 H1892 H7723 H2617 H5800
32:2:9	Yahweh	H3068	Yahawah	H8104 H1892 H7723 H2617 H5800
32:2:10	spoke	H559	Amar	H9000 H589 H9003 H6963 H8426 H2076 H9005 H834 H5087 H7999 H3444 H3068
32:2:10	fish	H1709	Dag	H9000 H589 H9003 H6963 H8426 H2076 H9005 H834 H5087 H7999 H3444 H3068
32:2:10	vomited	H6958	Qawaa	H9000 H589 H9003 H6963 H8426 H2076 H9005 H834 H5087 H7999 H3444 H3068
32:2:10	land	H3004	Yabashah	H9000 H589 H9003 H6963 H8426 H2076 H9005 H834 H5087 H7999 H3444 H3068
32:3:5	people	H582	Anawash	H9000 H539 H376 H5210 H9003 H430 H7121 H6685 H3847 H8242 H9006 H1419 H5704 H6996
32:4:8	die	H4194	Mawath	H9000 H1961 H9004 H2224 H9009 H8121 H4487 H430 H7307 H6921 H2759 H5221 H5921 H7218 H3124 H5968 H7592 H853 H5315 H9005 H4191 H559 H2896 H9006 H2416
33:1:1	Hezekiah	H3169	Yachazaqayah	H1697 H3068 H834 H1961 H413 H4318 H9009 H4183 H9003 H3117 H3147 H271 H2396 H4428 H3063 H2372 H5921 H8111 H9000 H3389
33:1:11	wailing	H4553	Masapad	H5674 H9005 H3427 H8208 H6181 H1322 H3808 H3318 H6630 H5594 H1018 H3947 H9006 H5979
33:5:1	gather	H1413	Gadad	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	troops	H1416	Gadawad	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	daughter	H1323	Bath	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	troops	H1416	Gadawad	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	laid	H7760	Shawam	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	siege	H4692	Matzawar	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	strike	H5221	Nakah	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	judge	H8199	Shapat	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	rod	H7626	Shabat	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:1	cheek	H3895	Lachay	H9000 H859 H1035 H672 H6810 H9005 H1961 H9003 H505 H3063 H4480 H3318 H4910 H3478 H4163 H9006 H6924 H3117 H5769
33:5:2	Bethlehem	H1035	Bayathalacham	H9005 H3651 H5414 H5704 H6256 H3205 H9000 H3499 H251 H7725 H5921 H1121 H3478
33:5:2	small	H6810	Tzaiyar	H9005 H3651 H5414 H5704 H6256 H3205 H9000 H3499 H251 H7725 H5921 H1121 H3478
33:5:2	Judah	H3063	Yahawadah	H9005 H3651 H5414 H5704 H6256 H3205 H9000 H3499 H251 H7725 H5921 H1121 H3478
33:5:2	come	H3318	Yatzaa	H9005 H3651 H5414 H5704 H6256 H3205 H9000 H3499 H251 H7725 H5921 H1121 H3478
33:5:2	ruler	H4910	Mashal	H9005 H3651 H5414 H5704 H6256 H3205 H9000 H3499 H251 H7725 H5921 H1121 H3478
33:5:2	goings	H4163	Mawatzaah	H9005 H3651 H5414 H5704 H6256 H3205 H9000 H3499 H251 H7725 H5921 H1121 H3478
33:5:2	old	H6924	Qadam	H9005 H3651 H5414 H5704 H6256 H3205 H9000 H3499 H251 H7725 H5921 H1121 H3478
33:5:2	everlasting	H3117	Yawam	H9005 H3651 H5414 H5704 H6256 H3205 H9000 H3499 H251 H7725 H5921 H1121 H3478
33:5:3	time	H6256	Ith	H9000 H5975 H7462 H9003 H5797 H3068 H1347 H8034 H430 H3427 H3588 H6258 H1431 H5704 H657 H776
33:5:3	labor	H3205	Yalad	H9000 H5975 H7462 H9003 H5797 H3068 H1347 H8034 H430 H3427 H3588 H6258 H1431 H5704 H657 H776
33:5:3	birth	H3205	Yalad	H9000 H5975 H7462 H9003 H5797 H3068 H1347 H8034 H430 H3427 H3588 H6258 H1431 H5704 H657 H776
33:5:3	rest	H3499	Yathar	H9000 H5975 H7462 H9003 H5797 H3068 H1347 H8034 H430 H3427 H3588 H6258 H1431 H5704 H657 H776
33:5:3	brothers	H251	Ach	H9000 H5975 H7462 H9003 H5797 H3068 H1347 H8034 H430 H3427 H3588 H6258 H1431 H5704 H657 H776
33:5:3	return	H7725	Shawab	H9000 H5975 H7462 H9003 H5797 H3068 H1347 H8034 H430 H3427 H3588 H6258 H1431 H5704 H657 H776
33:5:3	children	H1121	Ban	H9000 H5975 H7462 H9003 H5797 H3068 H1347 H8034 H430 H3427 H3588 H6258 H1431 H5704 H657 H776
33:5:3	Israel	H3478	Yasharaal	H9000 H5975 H7462 H9003 H5797 H3068 H1347 H8034 H430 H3427 H3588 H6258 H1431 H5704 H657 H776
33:5:4	stand	H5975	Imad	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:4	strength	H5797	Iz	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:4	Yahweh	H3068	Yahawah	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:4	majesty	H1347	Gaawan	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:4	name	H8034	Sham	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:4	Yahweh	H3068	Yahawah	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:4	God	H430	Alahayam	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:4	great	H1431	Gadal	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:4	ends	H657	Apas	H9000 H1961 H2088 H7965 H804 H3588 H935 H9003 H776 H1869 H759 H6965 H5921 H7651 H7462 H8083 H5257 H120
33:5:5	peace	H7965	Shalawam	H9000 H7462 H853 H776 H804 H9003 H2719 H5248 H6607 H5337 H9006 H3588 H935 H1869 H1366
33:5:5	raise	H6965	Qawam	H9000 H7462 H853 H776 H804 H9003 H2719 H5248 H6607 H5337 H9006 H3588 H935 H1869 H1366
33:5:5	seven	H7651	Shabai	H9000 H7462 H853 H776 H804 H9003 H2719 H5248 H6607 H5337 H9006 H3588 H935 H1869 H1366
33:5:5	eight	H8083	Shamanah	H9000 H7462 H853 H776 H804 H9003 H2719 H5248 H6607 H5337 H9006 H3588 H935 H1869 H1366
33:5:5	men	H120	Adam	H9000 H7462 H853 H776 H804 H9003 H2719 H5248 H6607 H5337 H9006 H3588 H935 H1869 H1366
33:5:6	land	H776	Aratz	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	Assyria	H804	Ashawar	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	sword	H2719	Charab	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	land	H776	Aratz	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	Nimrod	H5248	Namarawad	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	gates	H6607	Pathach	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	deliver	H5337	Natzal	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	Assyrian	H804	Ashawar	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	invades	H935	Bawaa	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	land	H776	Aratz	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:6	border	H1366	Gabawal	H9000 H1961 H7611 H3290 H9003 H7130 H5971 H7227 H9004 H2919 H9006 H854 H3068 H7241 H5921 H6212 H834 H3808 H6960 H9005 H376 H3176 H1121 H120
33:5:7	dew	H2919	Tal	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
33:5:7	Yahweh	H3068	Yahawah	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
33:5:7	showers	H7241	Rabayab	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
33:5:7	grass	H6212	Ishab	H9000 H1961 H7611 H3290 H9003 H1471 H7130 H5971 H7227 H9004 H738 H929 H3293 H3715 H5739 H6629 H834 H518 H5674 H7429 H2963 H369 H5337
