ref	english_word	web_strongs	web_translit	oshb_strongs_in_that_verse
1:32:16	herd	H5739	Idar	H1581 H3243 H9000 H1121 H7970 H6510 H705 H6499 H6235 H860 H6242 H5895
1:32:17	commanded	H6680	Tzawah	H9000 H5414 H9003 H3027 H5650 H5739 H9005 H905 H559 H413 H5674 H6440 H7305 H7760 H996
1:32:17	foremost	H7223	Raashawan	H9000 H5414 H9003 H3027 H5650 H5739 H9005 H905 H559 H413 H5674 H6440 H7305 H7760 H996
1:32:17	Esau	H6215	Ishaw	H9000 H5414 H9003 H3027 H5650 H5739 H9005 H905 H559 H413 H5674 H6440 H7305 H7760 H996
1:32:17	brother	H251	Ach	H9000 H5414 H9003 H3027 H5650 H5739 H9005 H905 H559 H413 H5674 H6440 H7305 H7760 H996
1:32:17	asks	H7592	Shaal	H9000 H5414 H9003 H3027 H5650 H5739 H9005 H905 H559 H413 H5674 H6440 H7305 H7760 H996
1:32:18	servant	H5650	Ibad	H9000 H6680 H853 H9009 H7223 H9005 H559 H3588 H6298 H6215 H251 H7592 H4310 H859 H575 H3212 H428 H6440
1:32:18	Jacob's	H3290	Yaiqab	H9000 H6680 H853 H9009 H7223 H9005 H559 H3588 H6298 H6215 H251 H7592 H4310 H859 H575 H3212 H428 H6440
1:32:18	present	H4503	Manachah	H9000 H6680 H853 H9009 H7223 H9005 H559 H3588 H6298 H6215 H251 H7592 H4310 H859 H575 H3212 H428 H6440
1:32:18	sent	H7971	Shalach	H9000 H6680 H853 H9009 H7223 H9005 H559 H3588 H6298 H6215 H251 H7592 H4310 H859 H575 H3212 H428 H6440
1:32:18	lord	H113	Adawan	H9000 H6680 H853 H9009 H7223 H9005 H559 H3588 H6298 H6215 H251 H7592 H4310 H859 H575 H3212 H428 H6440
1:32:18	behind	H310	Achar	H9000 H6680 H853 H9009 H7223 H9005 H559 H3588 H6298 H6215 H251 H7592 H4310 H859 H575 H3212 H428 H6440
1:32:19	second	H8145	Shanay	H9000 H559 H9005 H5650 H3290 H4503 H1931 H7971 H113 H6215 H2009 H1571 H310
1:32:19	third	H7992	Shalayashay	H9000 H559 H9005 H5650 H3290 H4503 H1931 H7971 H113 H6215 H2009 H1571 H310
1:32:19	followed	H1980	Halak	H9000 H559 H9005 H5650 H3290 H4503 H1931 H7971 H113 H6215 H2009 H1571 H310
1:32:19	herds	H5739	Idar	H9000 H559 H9005 H5650 H3290 H4503 H1931 H7971 H113 H6215 H2009 H1571 H310
1:32:19	speak	H1696	Dabar	H9000 H559 H9005 H5650 H3290 H4503 H1931 H7971 H113 H6215 H2009 H1571 H310
1:32:19	find	H4672	Matzaa	H9000 H559 H9005 H5650 H3290 H4503 H1931 H7971 H113 H6215 H2009 H1571 H310
1:32:20	servant	H5650	Ibad	H9000 H6680 H1571 H853 H9009 H8145 H7992 H3605 H1980 H310 H5739 H9005 H559 H9004 H1697 H2088 H1696 H413 H6215 H9003 H4672
1:32:20	Jacob	H3290	Yaiqab	H9000 H6680 H1571 H853 H9009 H8145 H7992 H3605 H1980 H310 H5739 H9005 H559 H9004 H1697 H2088 H1696 H413 H6215 H9003 H4672
1:32:20	appease	H3722	Kapar	H9000 H6680 H1571 H853 H9009 H8145 H7992 H3605 H1980 H310 H5739 H9005 H559 H9004 H1697 H2088 H1696 H413 H6215 H9003 H4672
1:32:20	present	H4503	Manachah	H9000 H6680 H1571 H853 H9009 H8145 H7992 H3605 H1980 H310 H5739 H9005 H559 H9004 H1697 H2088 H1696 H413 H6215 H9003 H4672
1:32:20	before	H6440	Panayam	H9000 H6680 H1571 H853 H9009 H8145 H7992 H3605 H1980 H310 H5739 H9005 H559 H9004 H1697 H2088 H1696 H413 H6215 H9003 H4672
1:32:20	see	H7200	Raah	H9000 H6680 H1571 H853 H9009 H8145 H7992 H3605 H1980 H310 H5739 H9005 H559 H9004 H1697 H2088 H1696 H413 H6215 H9003 H4672
1:32:20	face	H6440	Panayam	H9000 H6680 H1571 H853 H9009 H8145 H7992 H3605 H1980 H310 H5739 H9005 H559 H9004 H1697 H2088 H1696 H413 H6215 H9003 H4672
1:32:20	accept	H5375	Nashaa	H9000 H6680 H1571 H853 H9009 H8145 H7992 H3605 H1980 H310 H5739 H9005 H559 H9004 H1697 H2088 H1696 H413 H6215 H9003 H4672
1:32:21	passed	H5674	Ibar	H9000 H559 H1571 H2009 H5650 H3290 H310 H3588 H3722 H6440 H9003 H4503 H9009 H1980 H9005 H3651 H7200 H194 H5375
1:32:21	lodged	H3885	Lawan	H9000 H559 H1571 H2009 H5650 H3290 H310 H3588 H3722 H6440 H9003 H4503 H9009 H1980 H9005 H3651 H7200 H194 H5375
1:32:21	night	H3915	Layal	H9000 H559 H1571 H2009 H5650 H3290 H310 H3588 H3722 H6440 H9003 H4503 H9009 H1980 H9005 H3651 H7200 H194 H5375
1:32:21	camp	H4264	Machanah	H9000 H559 H1571 H2009 H5650 H3290 H310 H3588 H3722 H6440 H9003 H4503 H9009 H1980 H9005 H3651 H7200 H194 H5375
1:32:22	rose	H6965	Qawam	H9000 H5674 H9009 H4503 H5921 H6440 H1931 H3885 H9003 H3915 H4264
1:32:22	took	H3947	Laqach	H9000 H5674 H9009 H4503 H5921 H6440 H1931 H3885 H9003 H3915 H4264
1:32:22	two	H8147	Shanayam	H9000 H5674 H9009 H4503 H5921 H6440 H1931 H3885 H9003 H3915 H4264
1:32:22	two	H8147	Shanayam	H9000 H5674 H9009 H4503 H5921 H6440 H1931 H3885 H9003 H3915 H4264
1:32:22	eleven	H6240	Ishar	H9000 H5674 H9009 H4503 H5921 H6440 H1931 H3885 H9003 H3915 H4264
1:32:22	sons	H3206	Yalad	H9000 H5674 H9009 H4503 H5921 H6440 H1931 H3885 H9003 H3915 H4264
1:32:22	ford	H4569	Maibar	H9000 H5674 H9009 H4503 H5921 H6440 H1931 H3885 H9003 H3915 H4264
1:32:22	Jabbok	H2999	Yabaq	H9000 H5674 H9009 H4503 H5921 H6440 H1931 H3885 H9003 H3915 H4264
1:32:24	Jacob	H3290	Yaiqab	H9000 H3947 H5674 H853 H9009 H5158 H834 H9005
1:32:24	left	H3498	Yathar	H9000 H3947 H5674 H853 H9009 H5158 H834 H9005
1:32:24	wrestled	H79	Abaq	H9000 H3947 H5674 H853 H9009 H5158 H834 H9005
1:32:24	man	H376	Ayash	H9000 H3947 H5674 H853 H9009 H5158 H834 H9005
1:32:24	breaking	H5927	Ilah	H9000 H3947 H5674 H853 H9009 H5158 H834 H9005
1:32:24	day	H7837	Shachar	H9000 H3947 H5674 H853 H9009 H5158 H834 H9005
1:32:25	saw	H7200	Raah	H9000 H3498 H3290 H9005 H905 H79 H376 H5973 H5704 H5927 H9009 H7837
1:32:25	prevail	H3201	Yakal	H9000 H3498 H3290 H9005 H905 H79 H376 H5973 H5704 H5927 H9009 H7837
1:32:25	touched	H5060	Nagai	H9000 H3498 H3290 H9005 H905 H79 H376 H5973 H5704 H5927 H9009 H7837
1:32:25	thigh	H3409	Yarak	H9000 H3498 H3290 H9005 H905 H79 H376 H5973 H5704 H5927 H9009 H7837
1:32:25	hollow	H3709	Kap	H9000 H3498 H3290 H9005 H905 H79 H376 H5973 H5704 H5927 H9009 H7837
1:32:25	thigh	H3409	Yarak	H9000 H3498 H3290 H9005 H905 H79 H376 H5973 H5704 H5927 H9009 H7837
1:32:26	said	H559	Amar	H9000 H7200 H3588 H3808 H3201 H9005 H5060 H9003 H3709 H3409 H3363 H3290 H79 H5973
1:32:26	Let	H7971	Shalach	H9000 H7200 H3588 H3808 H3201 H9005 H5060 H9003 H3709 H3409 H3363 H3290 H79 H5973
1:32:26	day	H7837	Shachar	H9000 H7200 H3588 H3808 H3201 H9005 H5060 H9003 H3709 H3409 H3363 H3290 H79 H5973
1:32:26	breaks	H5927	Ilah	H9000 H7200 H3588 H3808 H3201 H9005 H5060 H9003 H3709 H3409 H3363 H3290 H79 H5973
1:32:26	said	H559	Amar	H9000 H7200 H3588 H3808 H3201 H9005 H5060 H9003 H3709 H3409 H3363 H3290 H79 H5973
1:32:26	let	H7971	Shalach	H9000 H7200 H3588 H3808 H3201 H9005 H5060 H9003 H3709 H3409 H3363 H3290 H79 H5973
1:32:26	unless	H518	Am	H9000 H7200 H3588 H3808 H3201 H9005 H5060 H9003 H3709 H3409 H3363 H3290 H79 H5973
1:32:26	bless	H1288	Barak	H9000 H7200 H3588 H3808 H3201 H9005 H5060 H9003 H3709 H3409 H3363 H3290 H79 H5973
1:32:27	name	H8034	Sham	H9000 H559 H7971 H3588 H5927 H9009 H7837 H3808 H518 H1288
1:32:27	Jacob	H3290	Yaiqab	H9000 H559 H7971 H3588 H5927 H9009 H7837 H3808 H518 H1288
1:32:28	Israel	H3478	Yasharaal	H9000 H559 H413 H4100 H8034 H3290
1:32:28	have	H8280	Sharah	H9000 H559 H413 H4100 H8034 H3290
1:32:28	God	H430	Alahayam	H9000 H559 H413 H4100 H8034 H3290
1:32:28	men	H582	Anawash	H9000 H559 H413 H4100 H8034 H3290
1:32:28	have	H3201	Yakal	H9000 H559 H413 H4100 H8034 H3290
1:32:29	asked	H7592	Shaal	H9000 H559 H3808 H3290 H5750 H8034 H3588 H518 H3478 H8280 H5973 H430 H376 H3201
1:32:29	tell	H5046	Nagad	H9000 H559 H3808 H3290 H5750 H8034 H3588 H518 H3478 H8280 H5973 H430 H376 H3201
1:32:29	ask	H7592	Shaal	H9000 H559 H3808 H3290 H5750 H8034 H3588 H518 H3478 H8280 H5973 H430 H376 H3201
1:32:29	blessed	H1288	Barak	H9000 H559 H3808 H3290 H5750 H8034 H3588 H518 H3478 H8280 H5973 H430 H376 H3201
1:32:30	called	H7121	Qaraa	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:30	place	H4725	Maqawam	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:30	Peniel	H6439	Panawaal	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:30	have	H7200	Raah	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:30	God	H430	Alahayam	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:30	face	H6440	Panayam	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:30	face	H6440	Panayam	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:30	life	H5315	Napash	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:30	preserved	H5337	Natzal	H9000 H7592 H3290 H559 H5046 H4994 H8034 H9005 H4100 H2088 H1288 H853 H8033
1:32:31	sun	H8121	Shamash	H9000 H7121 H3290 H8034 H9009 H4725 H6439 H3588 H7200 H430 H6440 H413 H5337 H5315
1:32:31	rose	H2224	Zarach	H9000 H7121 H3290 H8034 H9009 H4725 H6439 H3588 H7200 H430 H6440 H413 H5337 H5315
1:32:31	passed	H5674	Ibar	H9000 H7121 H3290 H8034 H9009 H4725 H6439 H3588 H7200 H430 H6440 H413 H5337 H5315
1:32:31	thigh	H3409	Yarak	H9000 H7121 H3290 H8034 H9009 H4725 H6439 H3588 H7200 H430 H6440 H413 H5337 H5315
1:32:32	children	H1121	Ban	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	Israel	H3478	Yasharaal	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	eat	H398	Akal	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	sinew	H1517	Gayad	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	hollow	H3709	Kap	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	day	H3117	Yawam	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	touched	H5060	Nagai	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	hollow	H3709	Kap	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	Jacob's	H3290	Yaiqab	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:32:32	sinew	H1517	Gayad	H9000 H2224 H9005 H9009 H8121 H9004 H834 H5674 H853 H6439 H1931 H6760 H5921 H3409
1:33:18	in	H8004	Shalam	H9000 H935 H3290 H8003 H5892 H7927 H834 H9003 H776 H3667 H9006 H6307 H2583 H854 H6440 H9009
1:33:20	Israel	H415	Alaalahayayasharaal	H9000 H5324 H8033 H4196 H7121 H9005 H410 H430 H3478
1:34:7	men	H582	Anawash	H9000 H1121 H3290 H935 H4480 H9009 H7704 H9004 H8085 H6087 H376 H2734 H9005 H3966 H3588 H5039 H6213 H9003 H3478 H7901 H854 H1323 H3651 H3808
1:34:20	men	H582	Anawash	H9000 H935 H2544 H7927 H1121 H413 H8179 H5892 H1696 H376 H9005 H559
1:34:21	men	H582	Anawash	H9009 H376 H428 H8003 H1992 H854 H9000 H3427 H9003 H776 H5503 H853 H2009 H7342 H3027 H9005 H6440 H1323 H3947 H802 H5414
1:34:22	men	H582	Anawash	H389 H9003 H2063 H225 H9005 H9009 H376 H3427 H854 H1961 H5971 H259 H4135 H3605 H2145 H9004 H834 H1992
1:35:7	El	H416	Alabayathaal	H9000 H1129 H8033 H4196 H7121 H9005 H4725 H410 H1008 H3588 H1540 H413 H9009 H430 H9003 H1272 H9006 H6440 H251
1:35:21	tower	H4026	Magadal	H9000 H5265 H3478 H5186 H168 H9006 H1973 H9005 H4029
1:36:26	Dishon	H1787	Dayashawan	H9000 H428 H1121 H1789 H2533 H790 H3506 H3763
1:37:6	dream	H2472	Chalawam	H9000 H559 H413 H8085 H4994 H9009 H2492 H2088 H834
1:37:23	brothers	H953	Bawar	H9000 H1961 H9004 H834 H935 H3130 H413 H251 H6584 H853 H3801 H9009 H6446 H5921
1:38:10	evil	H3415	Yarai	H9000 H7489 H9003 H5869 H3068 H834 H6213 H4191 H1571 H853
1:38:21	men	H582	Anawash	H9000 H7592 H853 H376 H4725 H9005 H559 H346 H9009 H6948 H1931 H9003 H5879 H5921 H1870 H3808 H1961 H2088
1:38:22	men	H582	Anawash	H9000 H7725 H413 H3063 H559 H3808 H4672 H1571 H376 H9009 H4725 H1961 H9003 H2088 H6948
1:39:14	men	H582	Anawash	H9000 H7121 H9005 H376 H1004 H559 H7200 H935 H5680 H6711 H9003 H413 H7901 H5973 H6963 H1419
1:39:20	king's	H559	Amar	H9000 H3947 H113 H3130 H853 H5414 H413 H1004 H9009 H5470 H4725 H834 H631 H4428 H1961 H8033 H9003
1:41:1	two	H2344	Chawal	H9000 H1961 H9006 H7093 H8141 H3117 H6547 H2492 H2009 H5975 H5921 H9009 H2975
1:41:1	river	H5608	Sapar	H9000 H1961 H9006 H7093 H8141 H3117 H6547 H2492 H2009 H5975 H5921 H9009 H2975
1:42:18	fear	H3373	Yaraa	H9000 H559 H413 H3130 H9003 H3117 H9009 H7992 H2063 H6213 H2421 H853 H430 H589 H3372
1:43:1	land	H6440	Panayam	H9000 H9009 H7458 H3515 H9003 H776
1:43:15	men	H582	Anawash	H9000 H3947 H9009 H376 H853 H4503 H2063 H4932 H3701 H9003 H3027 H1144 H6965 H3381 H4714 H5975 H9005 H6440 H3130
1:43:16	men	H582	Anawash	H9000 H7200 H3130 H854 H853 H1144 H559 H9005 H834 H5921 H1004 H935 H9009 H376 H2873 H2874 H3559 H3588 H398 H9003 H6672
1:43:16	men	H582	Anawash	H9000 H7200 H3130 H854 H853 H1144 H559 H9005 H834 H5921 H1004 H935 H9009 H376 H2873 H2874 H3559 H3588 H398 H9003 H6672
1:43:17	men	H582	Anawash	H9000 H6213 H9009 H376 H9004 H834 H559 H3130 H935 H853 H1004
1:43:18	men	H582	Anawash	H9000 H3372 H9009 H376 H3588 H935 H1004 H3130 H559 H5921 H1697 H3701 H7725 H9003 H572 H8462 H587 H9005 H1556 H5307 H3947 H853 H5650 H2543
1:43:24	men	H582	Anawash	H9000 H935 H9009 H376 H853 H1004 H3130 H5414 H4325 H7364 H7272 H4554 H9005 H2543
1:43:32	Egyptians	H4714	Matzarayam	H9000 H7760 H9005 H905 H4713 H9009 H398 H854 H3588 H3808 H3201 H5680 H3899 H8441 H1931
1:43:33	men	H582	Anawash	H9000 H3427 H9005 H6440 H9009 H1060 H9004 H1062 H6810 H6812 H8539 H376 H413 H7453
1:44:1	men's	H582	Anawash	H9000 H6680 H853 H834 H5921 H1004 H9005 H559 H4390 H572 H9009 H376 H400 H9004 H3201 H5375 H7760 H3701 H9003 H6310
1:44:3	men	H582	Anawash	H9009 H1242 H215 H9000 H376 H7971 H1992 H2543
1:44:4	men	H582	Anawash	H1992 H3318 H853 H9009 H5892 H3808 H7368 H9000 H3130 H559 H9005 H834 H5921 H1004 H6965 H7291 H310 H376 H5381 H413 H4100 H7999 H7451 H8478 H2896
1:45:2	Egyptians	H4714	Matzarayam	H9000 H5414 H853 H6963 H9003 H1065 H8085 H4713 H1004 H6547
1:46:32	men	H582	Anawash	H9000 H9009 H376 H7462 H6629 H3588 H4735 H1961 H1241 H3605 H834 H9005 H935
1:46:34	Egyptians	H4714	Matzarayam	H9000 H559 H376 H4735 H1961 H5650 H9006 H5271 H5704 H6258 H1571 H587 H1 H9003 H5668 H3427 H776 H1657 H3588 H8441 H4713 H3605 H7462 H6629
1:47:2	men	H582	Anawash	H9000 H9006 H7097 H251 H3947 H2568 H376 H3322 H9005 H6440 H6547
1:47:6	men	H582	Anawash	H776 H4714 H9005 H6440 H1931 H9003 H4315 H9009 H3427 H853 H1 H9000 H251 H1657 H518 H3045 H3426 H376 H2428 H7760 H8269 H4735 H5921 H834
1:49:25	above	H5920	Il	H9006 H410 H1 H9000 H5826 H854 H7706 H1288 H1293 H8064 H5921 H8415 H7257 H8478 H7699 H7356
1:50:3	Egyptians	H4714	Matzarayam	H9000 H4390 H9005 H705 H3117 H3588 H3651 H9009 H2590 H1058 H853 H4713 H7657
1:50:11	Egyptians	H4714	Matzarayam	H9000 H7200 H3427 H9009 H776 H3669 H853 H60 H9003 H1637 H329 H559 H3515 H2088 H9005 H4713 H5921 H3651 H7121 H8034 H67 H834 H5676 H3383
2:1:1	names	H3318	Yatzaa	H9000 H428 H8034 H1121 H3478 H9009 H935 H4714 H854 H3290 H376 H1004
2:1:1	into	H3130	Yawasap	H9000 H428 H8034 H1121 H3478 H9009 H935 H4714 H854 H3290 H376 H1004
2:1:13	Egyptians	H4714	Matzarayam	H9000 H5647 H4713 H853 H1121 H3478 H9003 H6531
2:2:13	men	H582	Anawash	H9000 H3318 H9003 H3117 H9009 H8145 H2009 H8147 H376 H5680 H5327 H559 H9005 H7563 H4100 H5221 H7453
2:3:8	Egyptians	H4714	Matzarayam	H9000 H3381 H9005 H5337 H9006 H3027 H4713 H5927 H4480 H9009 H776 H1931 H413 H2896 H7342 H2100 H2461 H1706 H4725 H3669 H2850 H567 H6522 H2340 H2983
2:3:9	Egyptians	H4714	Matzarayam	H9000 H6258 H2009 H6818 H1121 H3478 H935 H413 H1571 H7200 H853 H9009 H3906 H834 H4713 H3905
2:3:20	Egypt	H4714	Matzarayam	H9000 H7971 H853 H3027 H5221 H4713 H9003 H3605 H6381 H834 H6213 H7130 H310 H3651
2:3:21	Egyptians	H4714	Matzarayam	H9000 H5414 H853 H2580 H9009 H5971 H2088 H9003 H5869 H4713 H1961 H3588 H3212 H3808 H7387
2:3:22	Egyptians	H4714	Matzarayam	H9000 H7592 H802 H9006 H7934 H1481 H1004 H3627 H3701 H2091 H8071 H7760 H5921 H1121 H1323 H5337 H853 H4713
2:4:19	men	H582	Anawash	H9000 H559 H3068 H413 H4872 H9003 H4080 H3212 H7725 H4714 H3588 H4191 H3605 H9009 H376 H1245 H853 H5315
2:5:9	men	H582	Anawash	H3513 H9009 H5656 H5921 H376 H9000 H6213 H9003 H408 H8159 H1697 H8267
2:7:18	Egyptians	H4714	Matzarayam	H9000 H9009 H1710 H834 H9003 H2975 H4191 H887 H3811 H4713 H9005 H8354 H4325 H4480
2:7:24	Egyptians	H4714	Matzarayam	H9000 H2658 H3605 H4713 H5439 H9009 H2975 H4325 H9005 H8354 H3588 H3808 H3201 H9006
2:8:1	Go	H935	Bawaa	H9000 H559 H3068 H413 H4872 H175 H5186 H853 H3027 H9003 H4294 H5921 H9009 H5104 H2975 H98 H5927 H6854 H776 H4714
2:8:1	Pharaoh	H6547	Paraih	H9000 H559 H3068 H413 H4872 H175 H5186 H853 H3027 H9003 H4294 H5921 H9009 H5104 H2975 H98 H5927 H6854 H776 H4714
2:8:1	people	H5971	Im	H9000 H559 H3068 H413 H4872 H175 H5186 H853 H3027 H9003 H4294 H5921 H9009 H5104 H2975 H98 H5927 H6854 H776 H4714
2:8:1	go	H7971	Shalach	H9000 H559 H3068 H413 H4872 H175 H5186 H853 H3027 H9003 H4294 H5921 H9009 H5104 H2975 H98 H5927 H6854 H776 H4714
2:8:1	serve	H5647	Ibad	H9000 H559 H3068 H413 H4872 H175 H5186 H853 H3027 H9003 H4294 H5921 H9009 H5104 H2975 H98 H5927 H6854 H776 H4714
2:8:2	refuse	H3986	Maan	H9000 H5186 H175 H853 H3027 H5921 H4325 H4714 H5927 H9009 H6854 H3680 H776
2:8:2	let	H7971	Shalach	H9000 H5186 H175 H853 H3027 H5921 H4325 H4714 H5927 H9009 H6854 H3680 H776
2:8:2	plague	H5062	Nagap	H9000 H5186 H175 H853 H3027 H5921 H4325 H4714 H5927 H9009 H6854 H3680 H776
2:8:2	borders	H1366	Gabawal	H9000 H5186 H175 H853 H3027 H5921 H4325 H4714 H5927 H9009 H6854 H3680 H776
2:8:3	river	H2975	Yaar	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:3	come	H935	Bawaa	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:3	house	H1004	Bayath	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:3	bed	H4296	Matah	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:3	house	H1004	Bayath	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:3	servants	H5650	Ibad	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:3	people	H5971	Im	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:3	ovens	H8574	Thanawar	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:3	kneading	H4863	Mashaarath	H9000 H6213 H3651 H9009 H2748 H9003 H3909 H5927 H853 H6854 H5921 H776 H4714
2:8:4	come	H5927	Ilah	H9000 H7121 H6547 H9005 H4872 H175 H559 H6279 H413 H3068 H5493 H9009 H6854 H4480 H9006 H5971 H7971 H853 H2076
2:8:4	servants	H5650	Ibad	H9000 H7121 H6547 H9005 H4872 H175 H559 H6279 H413 H3068 H5493 H9009 H6854 H4480 H9006 H5971 H7971 H853 H2076
2:8:5	Yahweh	H3068	Yahawah	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	Aaron	H175	Aharawan	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	Stretch	H5186	Natah	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	hand	H3027	Yad	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	rod	H4294	Matah	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	rivers	H5104	Nahar	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	pools	H98	Agam	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	come	H5927	Ilah	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	land	H776	Aratz	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:5	Egypt	H4714	Matzarayam	H9000 H559 H4872 H9005 H6547 H6286 H5921 H4970 H6279 H5650 H5971 H3772 H9009 H6854 H4480 H9006 H1004 H7535 H9003 H2975 H7604
2:8:6	Aaron	H175	Aharawan	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	stretched	H5186	Natah	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	hand	H3027	Yad	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	waters	H4325	Mayam	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	Egypt	H4714	Matzarayam	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	frogs	H6854	Tzaparadai	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	came	H5927	Ilah	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	covered	H3680	Kasah	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	land	H776	Aratz	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:6	Egypt	H4714	Matzarayam	H9000 H559 H9005 H4279 H9004 H1697 H4616 H3045 H3588 H369 H3068 H430
2:8:7	magicians	H2748	Charatam	H9000 H5493 H9009 H6854 H4480 H9006 H1004 H5650 H5971 H7535 H9003 H2975 H7604
2:8:7	did	H6213	Ishah	H9000 H5493 H9009 H6854 H4480 H9006 H1004 H5650 H5971 H7535 H9003 H2975 H7604
2:8:7	enchantments	H3909	Lat	H9000 H5493 H9009 H6854 H4480 H9006 H1004 H5650 H5971 H7535 H9003 H2975 H7604
2:8:7	brought	H5927	Ilah	H9000 H5493 H9009 H6854 H4480 H9006 H1004 H5650 H5971 H7535 H9003 H2975 H7604
