SN-vs-root consistency audit
========================================================================
Database:      /home/claude/paleo-studio/surface-index.db
Strongs-roots: server/lexicon/strongs-roots.json

Totals
------
Rows scanned:                              23,737
Rows where tagged SN's root letters are
  NOT all present in the surface form:     5,753
Of those, with a plausible alternative:    5,701
  - found in all_strongs (co-attested):    445
  - found via broad search only:           5,256

HIGH confidence (413)
------------------------------------------------------------------------
Exactly one alternative SN co-attested for this surface in the corpus.
Safest candidates for the override file.

  word_raw        tagged    tagged_root       suggested  suggested_root  pos
  𐤌𐤏𐤉          H4578     𐤌𐤏𐤄          H4596     𐤌𐤏𐤉          subs
  𐤌𐤏𐤉𐤍𐤉𐤌    H4586     𐤌𐤏𐤅𐤍𐤉      H4599     𐤌𐤏𐤉𐤍        adjv
  𐤌𐤏𐤋𐤉𐤌      H5927     𐤏𐤋𐤄          H5956     𐤏𐤋𐤌          verb
  𐤌𐤏𐤋𐤋𐤉      H1897     𐤌𐤏𐤋𐤋        H4611     𐤌𐤏𐤋𐤋        subs
  𐤌𐤏𐤋𐤕        H5927     𐤏𐤋𐤄          H4603     𐤌𐤏𐤋          verb
  𐤌𐤑𐤀𐤉        H4161     𐤌𐤅𐤑𐤀        H4672     𐤌𐤑𐤀          subs
  𐤌𐤑𐤅𐤋𐤄      H2787     𐤌𐤑𐤅𐤋        H4688     𐤌𐤑𐤅𐤋𐤄      subs
  𐤌𐤒𐤑𐤏𐤅𐤕    H4741     𐤌𐤒𐤑𐤏𐤄      H4740     𐤌𐤒𐤑𐤅𐤏      subs
  𐤌𐤓𐤅𐤌𐤌      H5020     𐤍𐤁𐤅𐤊𐤃𐤍𐤑𐤓  H7311     𐤓𐤅𐤌          verb
  𐤌𐤓𐤇𐤔𐤕      H4227     𐤌𐤇𐤁𐤕        H4802     𐤌𐤓𐤇𐤔𐤕      subs
  𐤌𐤓𐤊𐤁𐤅      H3844     𐤋𐤁𐤍𐤅𐤍      H4817     𐤌𐤓𐤊𐤁        subs
  𐤌𐤔𐤀𐤅𐤕      H4859     𐤌𐤔𐤀𐤄        H4864     𐤌𐤔𐤀𐤕        subs
  𐤌𐤔𐤁𐤇        H3118     𐤉𐤅𐤌          H7624     𐤔𐤁𐤇          verb
  𐤌𐤔𐤁𐤉𐤕      H7503     𐤔𐤁𐤉𐤕        H7673     𐤔𐤁𐤕          verb
  𐤌𐤔𐤁𐤓𐤉𐤊    H5027     𐤌𐤔𐤁𐤓        H7892     𐤔𐤉𐤓          subs
  𐤌𐤔𐤅𐤄        H3925     𐤋𐤌𐤃          H7737     𐤔𐤅𐤄          verb
  𐤌𐤔𐤇𐤕𐤌      H4888     𐤌𐤔𐤇𐤄        H4893     𐤌𐤔𐤇𐤕        subs
  𐤌𐤔𐤊𐤕        H4881     𐤌𐤔𐤅𐤊𐤄      H4900     𐤌𐤔𐤊          subs
  𐤌𐤔𐤍𐤀𐤉𐤅    H1749     𐤃𐤅𐤍𐤂        H8130     𐤔𐤍𐤀          verb
  𐤌𐤕𐤌          H4194     𐤌𐤅𐤕          H4974     𐤌𐤕𐤌          subs
  𐤌𐤕𐤒𐤅𐤌𐤌𐤉  H4480     𐤒𐤅𐤌𐤌        H6965     𐤒𐤅𐤌          verb
  𐤍𐤀𐤅𐤕        H4999     𐤍𐤀𐤄          H225      𐤀𐤅𐤕          subs
  𐤍𐤁𐤃𐤋        H834      𐤀𐤔𐤓          H914      𐤁𐤃𐤋          verb
  𐤍𐤁𐤋𐤕        H5038     𐤍𐤁𐤋𐤄        H5034     𐤍𐤁𐤋          subs
  𐤍𐤂𐤏𐤊        H5771     𐤏𐤅𐤍          H5060     𐤍𐤂𐤏          subs
  𐤍𐤃𐤇𐤉        H1760     𐤃𐤇𐤄          H5080     𐤍𐤃𐤇          verb
  𐤍𐤄𐤌𐤕        H3808     𐤍𐤄𐤌          H5098     𐤍𐤄𐤌          subs
  𐤍𐤄𐤓𐤕        H853      𐤍𐤄𐤓          H5102     𐤍𐤄𐤓          subs
  𐤍𐤇𐤋𐤕        H5159     𐤍𐤇𐤋𐤄        H5157     𐤍𐤇𐤋          subs
  𐤍𐤇𐤋𐤕𐤉      H5159     𐤍𐤇𐤋𐤄        H5157     𐤍𐤇𐤋          subs
  𐤍𐤇𐤋𐤕𐤌      H5159     𐤍𐤇𐤋𐤄        H5157     𐤍𐤇𐤋          subs
  𐤍𐤇𐤋𐤕𐤍𐤅    H5159     𐤍𐤇𐤋𐤄        H5157     𐤍𐤇𐤋          subs
  𐤍𐤇𐤌𐤉𐤌      H5150     𐤍𐤇𐤅𐤌        H2552     𐤇𐤌𐤌          subs
  𐤍𐤇𐤕𐤌        H5148     𐤍𐤇𐤄          H2856     𐤇𐤕𐤌          verb
  𐤍𐤈𐤐𐤅𐤕      H5188     𐤍𐤈𐤉𐤐𐤄      H5197     𐤍𐤈𐤐          subs
  𐤍𐤉𐤄𐤌        H7890     𐤔𐤉𐤍          H5204     𐤍𐤉            subs
  𐤍𐤊𐤍𐤅        H5221     𐤍𐤊𐤄          H3559     𐤊𐤅𐤍          verb
  𐤍𐤊𐤓𐤅        H5237     𐤍𐤊𐤓𐤉        H5234     𐤍𐤊𐤓          subs
  𐤍𐤌𐤅          H3290     𐤉𐤏𐤒𐤁        H5123     𐤍𐤅𐤌          verb
  𐤍𐤏𐤅𐤕        H5753     𐤏𐤅𐤄          H5128     𐤍𐤅𐤏          verb
  𐤍𐤏𐤑𐤓        H2595     𐤇𐤍𐤉𐤕        H6113     𐤏𐤑𐤓          verb
  𐤍𐤏𐤓𐤉𐤊      H3478     𐤉𐤔𐤓𐤀𐤋      H5288     𐤍𐤏𐤓          subs
  𐤍𐤏𐤓𐤕𐤉      H5291     𐤍𐤏𐤓𐤄        H5287     𐤍𐤏𐤓          subs
  𐤍𐤐𐤋𐤀𐤕𐤉𐤊  H241      𐤀𐤆𐤍          H6381     𐤐𐤋𐤀          verb
  𐤍𐤐𐤔𐤕𐤌      H3878     𐤋𐤅𐤉          H5315     𐤍𐤐𐤔          subs
  𐤍𐤒𐤋𐤄        H7043     𐤒𐤋𐤋          H7034     𐤒𐤋𐤄          verb
  𐤍𐤒𐤌𐤕        H5360     𐤍𐤒𐤌𐤄        H5358     𐤍𐤒𐤌          subs
  𐤍𐤒𐤌𐤕𐤉      H5360     𐤍𐤒𐤌𐤄        H5358     𐤍𐤒𐤌          subs
  𐤍𐤓𐤊𐤁        H639      𐤓𐤊𐤁          H7392     𐤓𐤊𐤁          verb
  𐤍𐤔𐤀𐤌        H5387     𐤍𐤔𐤉𐤀        H5375     𐤍𐤔𐤀          subs
  𐤍𐤔𐤌𐤓𐤅      H1961     𐤄𐤉𐤄          H8104     𐤔𐤌𐤓          verb
  𐤍𐤕𐤔𐤕𐤉      H3772     𐤊𐤓𐤕          H5428     𐤍𐤕𐤔          verb
  𐤎𐤁𐤉𐤁𐤅𐤕𐤉𐤍𐤅  H3816     𐤎𐤁𐤉𐤁        H5439     𐤎𐤁𐤉𐤁        subs
  𐤎𐤁𐤋𐤕        H5450     𐤎𐤁𐤋𐤄        H5451     𐤎𐤁𐤋𐤕        subs
  𐤎𐤅𐤂          H5509     𐤎𐤉𐤂          H5472     𐤎𐤅𐤂          subs
  𐤎𐤊𐤅          H4043     𐤌𐤂𐤍          H5520     𐤎𐤊            subs
  𐤎𐤌𐤊𐤉        H3068     𐤉𐤄𐤅𐤄        H5564     𐤎𐤌𐤊          verb
  𐤎𐤐𐤅          H5595     𐤎𐤐𐤄          H5486     𐤎𐤅𐤐          verb
  𐤏𐤁𐤃𐤕𐤌      H5656     𐤏𐤁𐤃𐤄        H5647     𐤏𐤁𐤃          subs
  𐤏𐤁𐤓𐤕        H5678     𐤏𐤁𐤓𐤄        H5674     𐤏𐤁𐤓          subs
  𐤏𐤁𐤓𐤕𐤉      H5678     𐤏𐤁𐤓𐤄        H5674     𐤏𐤁𐤓          subs
  𐤏𐤅𐤅𐤍        H231      𐤀𐤆𐤅𐤁        H5771     𐤏𐤅𐤍          subs
  𐤏𐤅𐤋𐤋𐤕      H5955     𐤏𐤋𐤋𐤄        H5953     𐤏𐤋𐤋          subs
  𐤏𐤅𐤍𐤅𐤕𐤉𐤄𐤌  H3605     𐤏𐤅𐤍          H5771     𐤏𐤅𐤍          subs
  𐤏𐤅𐤓𐤕        H5788     𐤏𐤅𐤓𐤅𐤍      H5785     𐤏𐤅𐤓          subs
  𐤏𐤆𐤁𐤌        H2450     𐤇𐤊𐤌          H5800     𐤏𐤆𐤁          verb
  𐤏𐤆𐤓𐤕        H5833     𐤏𐤆𐤓𐤄        H5826     𐤏𐤆𐤓          subs
  𐤏𐤋𐤅𐤌𐤉𐤅    H3068     𐤉𐤄𐤅𐤄        H5934     𐤏𐤋𐤅𐤌        subs
  𐤏𐤋𐤅𐤕        H5930     𐤏𐤋𐤄          H5763     𐤏𐤅𐤋          subs
  𐤏𐤋𐤋𐤕        H5955     𐤏𐤋𐤋𐤄        H5954     𐤏𐤋𐤋          subs
  𐤏𐤑𐤌𐤉𐤌      H6099     𐤏𐤑𐤅𐤌        H6106     𐤏𐤑𐤌          adjv
  𐤏𐤑𐤌𐤕        H6109     𐤏𐤑𐤌𐤄        H6105     𐤏𐤑𐤌          subs
  𐤏𐤓𐤋𐤕𐤌      H6190     𐤏𐤓𐤋𐤄        H6188     𐤏𐤓𐤋          subs
  𐤏𐤔𐤁𐤀        H1981     𐤏𐤔𐤁𐤀        H6211     𐤏𐤔            subs
  𐤏𐤔𐤕𐤅        H6213     𐤏𐤔𐤄          H6245     𐤏𐤔𐤕          verb
  𐤏𐤕𐤅𐤕        H3068     𐤉𐤄𐤅𐤄        H6256     𐤏𐤕            subs
  𐤐𐤆𐤓          H430      𐤀𐤋𐤄𐤉𐤌      H6340     𐤐𐤆𐤓          verb
  𐤐𐤇𐤃𐤕𐤉      H6345     𐤐𐤇𐤃𐤄        H6342     𐤐𐤇𐤃          subs
  𐤐𐤋𐤈𐤄        H6413     𐤐𐤋𐤉𐤈𐤄      H6403     𐤐𐤋𐤈          subs
  𐤐𐤋𐤈𐤍𐤉      H4581     𐤌𐤏𐤅𐤆        H6403     𐤐𐤋𐤈          verb
  𐤐𐤏𐤋𐤕        H6468     𐤐𐤏𐤋𐤄        H6466     𐤐𐤏𐤋          subs
  𐤐𐤒𐤃𐤕        H6486     𐤐𐤒𐤃𐤄        H6485     𐤐𐤒𐤃          subs
  𐤐𐤒𐤃𐤕𐤌      H6486     𐤐𐤒𐤃𐤄        H6485     𐤐𐤒𐤃          subs
  𐤐𐤒𐤅          H5312     𐤍𐤐𐤒          H6328     𐤐𐤅𐤒          verb
  𐤐𐤓𐤃𐤅𐤕      H6507     𐤐𐤓𐤃𐤄        H6504     𐤐𐤓𐤃          subs
  𐤐𐤓𐤔𐤕        H6575     𐤐𐤓𐤔𐤄        H6566     𐤐𐤓𐤔          subs
  𐤑𐤃𐤒𐤕        H6666     𐤑𐤃𐤒𐤄        H6663     𐤑𐤃𐤒          subs
  𐤑𐤃𐤒𐤕𐤉      H6666     𐤑𐤃𐤒𐤄        H6663     𐤑𐤃𐤒          subs
  𐤑𐤃𐤒𐤕𐤊      H6666     𐤑𐤃𐤒𐤄        H6663     𐤑𐤃𐤒          subs
  𐤑𐤌𐤀𐤄        H3426     𐤑𐤌𐤀          H6773     𐤑𐤌𐤀𐤄        adjv
  𐤑𐤌𐤒𐤉𐤌      H6778     𐤑𐤌𐤅𐤒        H6784     𐤑𐤌𐤒          subs
  𐤑𐤍𐤅𐤐        H6797     𐤑𐤍𐤉𐤐        H6801     𐤑𐤍𐤐          subs
  𐤑𐤏𐤒𐤕        H6818     𐤑𐤏𐤒𐤄        H6817     𐤑𐤏𐤒          subs
  𐤑𐤏𐤓𐤄        H6810     𐤑𐤏𐤉𐤓        H6820     𐤑𐤏𐤓          adjv
  𐤑𐤐𐤉𐤌        H6822     𐤑𐤐𐤄          H6839     𐤑𐤐𐤉𐤌        verb
  𐤑𐤐𐤍          H6828     𐤑𐤐𐤅𐤍        H6845     𐤑𐤐𐤍          subs
  𐤑𐤐𐤓𐤃𐤏      H1366     𐤑𐤐𐤓𐤃𐤏      H6854     𐤑𐤐𐤓𐤃𐤏      subs
  𐤒𐤁𐤓𐤕𐤄      H6900     𐤒𐤁𐤅𐤓𐤄      H6913     𐤒𐤁𐤓          subs
  𐤒𐤁𐤓𐤕𐤅      H6900     𐤒𐤁𐤅𐤓𐤄      H6912     𐤒𐤁𐤓          subs
  𐤒𐤁𐤓𐤕𐤌      H6900     𐤒𐤁𐤅𐤓𐤄      H6912     𐤒𐤁𐤓          subs
  𐤒𐤃𐤌𐤉𐤊      H3606     𐤒𐤃𐤌𐤉        H6925     𐤒𐤃𐤌          subs
  𐤒𐤋𐤉          H6963     𐤒𐤅𐤋          H7039     𐤒𐤋𐤉          subs
  𐤒𐤋𐤋𐤕        H7045     𐤒𐤋𐤋𐤄        H7043     𐤒𐤋𐤋          subs
  𐤒𐤍𐤀𐤕𐤅      H1288     𐤁𐤓𐤊          H7065     𐤒𐤍𐤀          subs
  𐤒𐤍𐤀𐤕𐤉      H7068     𐤒𐤍𐤀𐤄        H7065     𐤒𐤍𐤀          subs
  𐤒𐤍𐤉          H7070     𐤒𐤍𐤄          H7064     𐤒𐤍            subs
  𐤒𐤑𐤉          H5414     𐤍𐤕𐤍          H7093     𐤒𐤑            subs
  𐤒𐤑𐤐𐤕        H2108     𐤆𐤅𐤋𐤄        H7107     𐤒𐤑𐤐          verb
  𐤒𐤓            H7023     𐤒𐤉𐤓          H7120     𐤒𐤓            subs
  𐤒𐤓𐤀𐤕𐤌      H7125     𐤒𐤓𐤀𐤄        H7121     𐤒𐤓𐤀          verb
  𐤒𐤓𐤅𐤁𐤉      H1942     𐤒𐤓𐤅𐤁        H7138     𐤒𐤓𐤅𐤁        adjv
  𐤒𐤓𐤍𐤅        H5104     𐤍𐤄𐤓          H7161     𐤒𐤓𐤍          subs
  𐤒𐤔𐤈          H6010     𐤏𐤌𐤒          H7189     𐤒𐤔𐤈          subs
  𐤒𐤔𐤉          H7186     𐤒𐤔𐤄          H7190     𐤒𐤔𐤉          adjv
  𐤒𐤔𐤕𐤌        H4057     𐤌𐤃𐤁𐤓        H7198     𐤒𐤔𐤕          subs
  𐤓𐤀𐤉          H7200     𐤓𐤀𐤄          H7210     𐤓𐤀𐤉          verb
  𐤓𐤀𐤉𐤕𐤉      H7200     𐤓𐤀𐤄          H853      𐤀𐤕            verb
  𐤓𐤀𐤔𐤍        H7223     𐤓𐤀𐤔𐤅𐤍      H7218     𐤓𐤀𐤔          adjv
  𐤓𐤁𐤏𐤉        H7243     𐤓𐤁𐤉𐤏𐤉      H7252     𐤓𐤁𐤏          adjv
  𐤓𐤁𐤏𐤉𐤕      H7243     𐤓𐤁𐤉𐤏𐤉      H7253     𐤓𐤁𐤏          adjv
  𐤓𐤂𐤋𐤉𐤍𐤅    H3290     𐤉𐤏𐤒𐤁        H7272     𐤓𐤂𐤋          subs
  𐤓𐤃𐤄          H3381     𐤉𐤓𐤃          H7287     𐤓𐤃𐤄          verb
  𐤓𐤇𐤋𐤉𐤌      H6510     𐤐𐤓𐤄          H7353     𐤓𐤇𐤋          subs
  𐤓𐤇𐤒          H7350     𐤓𐤇𐤅𐤒        H7368     𐤓𐤇𐤒          adjv
  𐤓𐤇𐤒𐤕        H7350     𐤓𐤇𐤅𐤒        H7368     𐤓𐤇𐤒          adjv
  𐤓𐤊𐤁𐤉𐤌      H7397     𐤓𐤊𐤄          H7392     𐤓𐤊𐤁          adjv
  𐤓𐤊𐤋𐤕𐤊      H7404     𐤓𐤊𐤋𐤄        H7402     𐤓𐤊𐤋          subs
  𐤓𐤏𐤃          H4310     𐤓𐤏𐤃          H7461     𐤓𐤏𐤃          subs
  𐤓𐤏𐤅𐤕𐤉𐤄    H4428     𐤌𐤋𐤊          H7464     𐤓𐤏𐤄          subs
  𐤓𐤐𐤀𐤅𐤕      H7499     𐤓𐤐𐤀𐤄        H7500     𐤓𐤐𐤀𐤅𐤕      subs
  𐤓𐤔𐤐𐤉        H117      𐤀𐤃𐤉𐤓        H7565     𐤓𐤔𐤐          subs
  𐤔𐤀𐤋𐤄        H7585     𐤔𐤀𐤅𐤋        H7592     𐤔𐤀𐤋          subs
  𐤔𐤀𐤋𐤕𐤉      H7596     𐤔𐤀𐤋𐤄        H7592     𐤔𐤀𐤋          subs
  𐤔𐤀𐤐𐤅        H3117     𐤉𐤅𐤌          H7602     𐤔𐤀𐤐          verb
  𐤔𐤁𐤄          H7725     𐤔𐤅𐤁          H7617     𐤔𐤁𐤄          verb
  𐤔𐤁𐤉𐤕        H7622     𐤔𐤁𐤅𐤕        H7673     𐤔𐤁𐤕          subs
  𐤔𐤁𐤏𐤕𐤊      H7621     𐤔𐤁𐤅𐤏𐤄      H7646     𐤔𐤁𐤏          subs
  𐤔𐤁𐤕𐤅        H3427     𐤉𐤔𐤁          H7673     𐤔𐤁𐤕          verb
  𐤔𐤁𐤕𐤉        H7725     𐤔𐤅𐤁          H7867     𐤔𐤉𐤁          verb
  𐤔𐤂𐤋          H5186     𐤍𐤈𐤄          H7694     𐤔𐤂𐤋          subs
  𐤔𐤃𐤃𐤍𐤅      H3381     𐤉𐤓𐤃          H7703     𐤔𐤃𐤃          verb
  𐤔𐤅𐤇𐤈        H3541     𐤔𐤅𐤇𐤈        H7819     𐤔𐤇𐤈          verb
  𐤔𐤅𐤏𐤉        H6963     𐤒𐤅𐤋          H7768     𐤔𐤅𐤏          subs
  𐤔𐤅𐤏𐤕𐤉      H7775     𐤔𐤅𐤏𐤄        H7768     𐤔𐤅𐤏          subs
  𐤔𐤅𐤓𐤉        H6524     𐤐𐤓𐤇          H7792     𐤔𐤅𐤓          subs
  𐤔𐤅𐤓𐤓𐤉      H3372     𐤔𐤅𐤓𐤓        H8324     𐤔𐤓𐤓          subs
  𐤔𐤇𐤉          H7747     𐤔𐤅𐤇𐤉        H7879     𐤔𐤉𐤇          adjv
  𐤔𐤈𐤉𐤌        H7848     𐤔𐤈𐤄          H7846     𐤔𐤈            subs
  𐤔𐤉            H7890     𐤔𐤉𐤍          H7862     𐤔𐤉            subs
  𐤔𐤉𐤓𐤅𐤕      H8285     𐤔𐤓𐤄          H7892     𐤔𐤉𐤓          subs
  𐤔𐤊𐤁𐤕        H7902     𐤔𐤊𐤁𐤄        H7901     𐤔𐤊𐤁          subs
  𐤔𐤋𐤌𐤅        H5057     𐤍𐤂𐤉𐤃        H7999     𐤔𐤋𐤌          verb
  𐤔𐤋𐤔𐤕        H7969     𐤔𐤋𐤅𐤔        H8027     𐤔𐤋𐤔          subs
  𐤔𐤌𐤍𐤉        H4924     𐤌𐤔𐤌𐤍        H8081     𐤔𐤌𐤍          adjv
  𐤔𐤌𐤍𐤕        H8083     𐤔𐤌𐤍𐤄        H8080     𐤔𐤌𐤍          subs
  𐤔𐤌𐤏𐤍𐤄      H6963     𐤒𐤅𐤋          H8085     𐤔𐤌𐤏          verb
  𐤔𐤍𐤅𐤍𐤉𐤌    H430      𐤀𐤋𐤄𐤉𐤌      H8150     𐤔𐤍𐤍          verb
  𐤔𐤍𐤉𐤌𐤅      H4325     𐤔𐤍𐤉𐤌𐤅      H8127     𐤔𐤍            subs
  𐤔𐤍𐤕          H8141     𐤔𐤍𐤄          H8153     𐤔𐤍𐤕          subs
  𐤔𐤏𐤄          H3052     𐤉𐤄𐤁          H8159     𐤔𐤏𐤄          subs
  𐤔𐤐𐤉𐤓        H2370     𐤔𐤐𐤉𐤓        H8208     𐤔𐤐𐤉𐤓        adjv
  𐤔𐤐𐤊𐤄        H1571     𐤔𐤐𐤊          H8210     𐤔𐤐𐤊          subs
  𐤔𐤐𐤓          H7782     𐤔𐤅𐤐𐤓        H8233     𐤔𐤐𐤓          subs
  𐤔𐤐𐤕          H8193     𐤔𐤐𐤄          H8239     𐤔𐤐𐤕          subs
  𐤔𐤐𐤕𐤉𐤌      H8193     𐤔𐤐𐤕𐤉𐤌      H8240     𐤔𐤐𐤕          subs
  𐤔𐤒𐤃𐤕𐤉      H3605     𐤔𐤒𐤃          H8245     𐤔𐤒𐤃          verb
  𐤔𐤓𐤐𐤕        H8316     𐤔𐤓𐤐𐤄        H8313     𐤔𐤓𐤐          subs
  𐤕𐤀𐤅𐤕        H8378     𐤕𐤀𐤅𐤄        H8372     𐤕𐤀            subs
  𐤕𐤀𐤐𐤄        H3847     𐤋𐤁𐤔          H644      𐤀𐤐𐤄          verb
  𐤕𐤁𐤅𐤀𐤍𐤄    H3615     𐤊𐤋𐤄          H935      𐤁𐤅𐤀          verb
  𐤕𐤁𐤅𐤀𐤕𐤊    H8393     𐤕𐤁𐤅𐤀𐤄      H935      𐤁𐤅𐤀          subs
  𐤕𐤁𐤅𐤆        H962      𐤁𐤆𐤆          H936      𐤁𐤅𐤆          verb
  𐤕𐤁𐤆𐤄        H4196     𐤌𐤆𐤁𐤇        H959      𐤁𐤆𐤄          verb
  𐤕𐤂𐤓𐤔        H8327     𐤔𐤓𐤔          H1644     𐤂𐤓𐤔          verb
  𐤕𐤄𐤓𐤂𐤌      H6310     𐤄𐤓𐤂          H2026     𐤄𐤓𐤂          verb
  𐤕𐤅𐤇𐤋𐤕𐤉    H5036     𐤕𐤅𐤇𐤋        H8431     𐤕𐤅𐤇𐤋𐤕      subs
  𐤕𐤆𐤍𐤇        H3906     𐤋𐤇𐤑          H2186     𐤆𐤍𐤇          verb
  𐤕𐤇𐤃𐤋        H8104     𐤔𐤌𐤓          H2308     𐤇𐤃𐤋          verb
  𐤕𐤇𐤕𐤍𐤄      H8481     𐤕𐤇𐤕𐤅𐤍      H8478     𐤕𐤇𐤕          adjv
  𐤕𐤉𐤓𐤔        H8492     𐤕𐤉𐤓𐤅𐤔      H3423     𐤉𐤓𐤔          subs
  𐤕𐤋𐤅𐤄        H639      𐤋𐤅𐤄          H3867     𐤋𐤅𐤄          verb
  𐤕𐤋𐤌𐤉𐤄      H5849     𐤏𐤈𐤓          H8525     𐤕𐤋𐤌          subs
  𐤕𐤋𐤏𐤂        H4869     𐤌𐤔𐤂𐤁        H3932     𐤋𐤏𐤂          verb
  𐤕𐤌𐤅𐤂        H5542     𐤎𐤋𐤄          H4127     𐤌𐤅𐤂          verb
  𐤕𐤌𐤅𐤕𐤄      H8416     𐤕𐤄𐤋𐤄        H8546     𐤕𐤌𐤅𐤕𐤄      subs
  𐤕𐤌𐤍𐤉        H8489     𐤕𐤉𐤌𐤍𐤉      H8554     𐤕𐤌𐤍𐤉        adjv
  𐤕𐤍𐤎𐤅        H5254     𐤍𐤎𐤄          H5127     𐤍𐤅𐤎          verb
  𐤕𐤎𐤐𐤓𐤅      H1931     𐤄𐤅𐤀          H5608     𐤎𐤐𐤓          verb
  𐤕𐤐𐤒𐤃𐤍𐤅    H1926     𐤄𐤃𐤓          H6485     𐤐𐤒𐤃          verb
  𐤕𐤑𐤐𐤍𐤅      H6823     𐤑𐤐𐤄          H6845     𐤑𐤐𐤍          verb
  𐤕𐤒𐤏𐤉𐤌      H8621     𐤕𐤒𐤅𐤏𐤉      H8628     𐤕𐤒𐤏          adjv
  𐤕𐤒𐤑𐤐        H6258     𐤏𐤕𐤄          H7107     𐤒𐤑𐤐          verb
  𐤕𐤓𐤅𐤌𐤌𐤍𐤉  H3068     𐤉𐤄𐤅𐤄        H7311     𐤓𐤅𐤌          verb
  𐤕𐤓𐤅𐤑        H7533     𐤓𐤑𐤑          H7323     𐤓𐤅𐤑          verb
  𐤕𐤓𐤇𐤉𐤒𐤅    H4714     𐤌𐤑𐤓𐤉𐤌      H7368     𐤓𐤇𐤒          verb
  𐤕𐤓𐤇𐤌        H5650     𐤏𐤁𐤃          H7355     𐤓𐤇𐤌          verb
  𐤕𐤓𐤍𐤄        H7442     𐤓𐤍𐤍          H7439     𐤓𐤍𐤄          verb
  𐤕𐤔𐤀𐤋        H6440     𐤐𐤍𐤉𐤌        H7592     𐤔𐤀𐤋          verb
  𐤕𐤔𐤁𐤅        H3427     𐤉𐤔𐤁          H7725     𐤔𐤅𐤁          verb
  𐤕𐤔𐤁𐤕𐤅      H8666     𐤕𐤔𐤅𐤁𐤄      H7673     𐤔𐤁𐤕          subs
  𐤕𐤔𐤇𐤕        H516      𐤀𐤋𐤕𐤔𐤇𐤕    H7843     𐤔𐤇𐤕          verb
  𐤕𐤔𐤉𐤁𐤍𐤅    H3808     𐤔𐤅𐤁          H7725     𐤔𐤅𐤁          verb
  𐤕𐤔𐤊𐤁𐤅𐤍    H6566     𐤐𐤓𐤔          H7901     𐤔𐤊𐤁          verb
  𐤕𐤔𐤋𐤉𐤊𐤍𐤉  H6586     𐤔𐤋𐤉𐤊        H7993     𐤔𐤋𐤊          verb
  𐤕𐤔𐤌𐤓𐤌      H1980     𐤄𐤋𐤊          H8104     𐤔𐤌𐤓          verb
  𐤕𐤔𐤓𐤔        H6057     𐤏𐤍𐤐          H8327     𐤔𐤓𐤔          verb
  𐤕𐤕𐤇𐤎𐤃      H1305     𐤁𐤓𐤓          H2616     𐤇𐤎𐤃          verb
  𐤕𐤕𐤌𐤌        H6617     𐤐𐤕𐤋          H8552     𐤕𐤌𐤌          verb
  𐤕𐤕𐤏𐤁        H834      𐤀𐤔𐤓          H8581     𐤕𐤏𐤁          verb
  𐤕𐤕𐤏𐤈𐤐      H1696     𐤃𐤁𐤓          H5848     𐤏𐤈𐤐          verb

HIGH_BROAD confidence (1,171)
------------------------------------------------------------------------
Exactly one candidate SN found by broad strongs-roots search. The
corpus never tagged this surface with the suggested SN, but its
canonical root letters fit the surface. Review carefully before
accepting.

  word_raw        tagged    tagged_root       suggested  suggested_root  pos
  𐤀𐤁𐤀𐤄        H935      𐤁𐤅𐤀          H872      𐤁𐤀𐤄          verb
  𐤀𐤁𐤅𐤎𐤉𐤌    H5437     𐤀𐤁𐤅𐤎        H18       𐤀𐤁𐤅𐤎        verb
  𐤀𐤁𐤉𐤎𐤐      H1121     𐤀𐤁𐤉𐤎𐤐      H43       𐤀𐤁𐤉𐤎𐤐      nmpr
  𐤀𐤁𐤉𐤕𐤉      H14       𐤀𐤁𐤄          H21       𐤀𐤁𐤉          verb
  𐤀𐤁𐤉𐤕𐤌      H14       𐤀𐤁𐤄          H21       𐤀𐤁𐤉          verb
  𐤀𐤂𐤅𐤐        H8034     𐤂𐤅𐤐          H1479     𐤂𐤅𐤐          verb
  𐤀𐤂𐤅𐤓𐤕      H95       𐤀𐤂𐤅𐤓𐤄      H94       𐤀𐤂𐤅𐤓        subs
  𐤀𐤂𐤉𐤃        H5046     𐤍𐤂𐤃          H1517     𐤂𐤉𐤃          verb
  𐤀𐤂𐤉𐤃𐤄      H5046     𐤍𐤂𐤃          H1517     𐤂𐤉𐤃          verb
  𐤀𐤂𐤍          H7699     𐤀𐤂𐤍          H101      𐤀𐤂𐤍          subs
  𐤀𐤃𐤃          H1908     𐤄𐤃𐤃          H111      𐤀𐤃𐤃          nmpr
  𐤀𐤃𐤃𐤌        H3034     𐤉𐤃𐤄          H1717     𐤃𐤃            verb
  𐤀𐤃𐤅𐤕        H182      𐤀𐤅𐤃𐤅𐤕      H108      𐤀𐤃            subs
  𐤀𐤃𐤅𐤕𐤉𐤊    H182      𐤀𐤅𐤃𐤅𐤕      H108      𐤀𐤃            subs
  𐤀𐤃𐤏          H3045     𐤉𐤃𐤏          H1843     𐤃𐤏            verb
  𐤀𐤃𐤏𐤄        H3045     𐤉𐤃𐤏          H1843     𐤃𐤏            verb
  𐤀𐤃𐤏𐤊        H3045     𐤉𐤃𐤏          H1843     𐤃𐤏            verb
  𐤀𐤄𐤉          H1961     𐤄𐤉𐤄          H1958     𐤄𐤉            verb
