SN-vs-root consistency audit
========================================================================
Database:      /home/claude/paleo-studio/surface-index.db
Strongs-roots: server/lexicon/strongs-roots.json

Totals
------
Rows scanned:                              23,737
Rows where tagged SN's root letters are
  NOT all present in the surface form:     5,753
Of those, with a plausible alternative:    5,701
  - found in all_strongs (co-attested):    445
  - found via broad search only:           5,256

HIGH confidence (413)
------------------------------------------------------------------------
Exactly one alternative SN co-attested for this surface in the corpus.
Safest candidates for the override file.

  word_raw        tagged    tagged_root       suggested  suggested_root  pos
  𐤄𐤅𐤓𐤔𐤕      H2719     𐤇𐤓𐤁          H8670     𐤕𐤔𐤅𐤓𐤄      verb
      candidates: H8670→𐤕𐤔𐤅𐤓𐤄, H7795→𐤔𐤅𐤓𐤄, H8293→𐤔𐤓𐤅𐤕
  𐤄𐤅𐤓𐤔𐤕𐤌    H3423     𐤉𐤓𐤔          H4181     𐤌𐤅𐤓𐤔𐤄      verb
      candidates: H4181→𐤌𐤅𐤓𐤔𐤄, H4884→𐤌𐤔𐤅𐤓𐤄, H8049→𐤔𐤌𐤄𐤅𐤕
  𐤄𐤅𐤓𐤔𐤕𐤍𐤅  H3423     𐤉𐤓𐤔          H8670     𐤕𐤔𐤅𐤓𐤄      verb
      candidates: H8670→𐤕𐤔𐤅𐤓𐤄, H2032→𐤄𐤓𐤅𐤍, H7720→𐤔𐤄𐤓𐤍
  𐤄𐤅𐤓𐤕        H3384     𐤉𐤓𐤄          H8451     𐤕𐤅𐤓𐤄        verb
      candidates: H8451→𐤕𐤅𐤓𐤄, H8452→𐤕𐤅𐤓𐤄, H7301→𐤓𐤅𐤄
  𐤄𐤅𐤓𐤕𐤉      H2029     𐤄𐤓𐤄          H1930     𐤄𐤅            verb
      candidates: H1930→𐤄𐤅, H1956→𐤄𐤅𐤕𐤉𐤓, H3138→𐤉𐤅𐤓𐤄, H3139→𐤉𐤅𐤓𐤄
  𐤄𐤅𐤔𐤁𐤕𐤌    H3427     𐤉𐤔𐤁          H930      𐤁𐤄𐤌𐤅𐤕      verb
      candidates: H930→𐤁𐤄𐤌𐤅𐤕, H4878→𐤌𐤔𐤅𐤁𐤄, H8049→𐤔𐤌𐤄𐤅𐤕
  𐤄𐤅𐤔𐤏𐤄      H3467     𐤉𐤔𐤏          H1954     𐤄𐤅𐤔𐤏        verb
      candidates: H1954→𐤄𐤅𐤔𐤏, H7775→𐤔𐤅𐤏𐤄, H1942→𐤄𐤅𐤄
  𐤄𐤅𐤔𐤏𐤕      H3467     𐤉𐤔𐤏          H8668     𐤕𐤔𐤅𐤏𐤄      verb
      candidates: H8668→𐤕𐤔𐤅𐤏𐤄, H1954→𐤄𐤅𐤔𐤏, H5792→𐤏𐤅𐤕𐤄
  𐤄𐤅𐤔𐤏𐤕𐤌    H3467     𐤉𐤔𐤏          H2045     𐤄𐤔𐤌𐤏𐤅𐤕    verb
      candidates: H2045→𐤄𐤔𐤌𐤏𐤅𐤕, H1953→𐤄𐤅𐤔𐤌𐤏, H4190→𐤌𐤅𐤔𐤏𐤄
  𐤄𐤅𐤔𐤏𐤕𐤍𐤅  H3467     𐤉𐤔𐤏          H6250     𐤏𐤔𐤕𐤍𐤄      verb
      candidates: H6250→𐤏𐤔𐤕𐤍𐤄, H8668→𐤕𐤔𐤅𐤏𐤄, H1954→𐤄𐤅𐤔𐤏
  𐤄𐤅𐤔𐤓        H1942     𐤄𐤅𐤄          H7795     𐤔𐤅𐤓𐤄        verb
      candidates: H7795→𐤔𐤅𐤓𐤄, H7301→𐤓𐤅𐤄, H7302→𐤓𐤅𐤄
  𐤄𐤅𐤕𐤁        H3488     𐤉𐤕𐤁          H922      𐤁𐤄𐤅          verb
      candidates: H922→𐤁𐤄𐤅, H956→𐤁𐤅𐤕, H1326→𐤁𐤕𐤄
  𐤄𐤅𐤕𐤓        H3498     𐤉𐤕𐤓          H8451     𐤕𐤅𐤓𐤄        verb
      candidates: H8451→𐤕𐤅𐤓𐤄, H8452→𐤕𐤅𐤓𐤄, H7301→𐤓𐤅𐤄
  𐤄𐤅𐤕𐤓𐤄      H3498     𐤉𐤕𐤓          H8451     𐤕𐤅𐤓𐤄        verb
      candidates: H8451→𐤕𐤅𐤓𐤄, H8452→𐤕𐤅𐤓𐤄, H1942→𐤄𐤅𐤄
  𐤄𐤅𐤕𐤓𐤊      H3498     𐤉𐤕𐤓          H2046     𐤄𐤕𐤅𐤊        verb
      candidates: H2046→𐤄𐤕𐤅𐤊, H3773→𐤊𐤓𐤕𐤄, H8451→𐤕𐤅𐤓𐤄
  𐤄𐤆𐤄          H5137     𐤍𐤆𐤄          H2088     𐤆𐤄            verb
      candidates: H2088→𐤆𐤄, H2089→𐤆𐤄, H2090→𐤆𐤄, H1957→𐤄𐤆𐤄, H1929→𐤄𐤄
  𐤄𐤆𐤉𐤋        H5140     𐤍𐤆𐤋          H1975     𐤄𐤋𐤆          verb
      candidates: H1975→𐤄𐤋𐤆, H3914→𐤋𐤉𐤄, H1958→𐤄𐤉
  𐤄𐤆𐤉𐤌        H1957     𐤄𐤆𐤄          H2092     𐤆𐤄𐤌          verb
      candidates: H2092→𐤆𐤄𐤌, H2093→𐤆𐤄𐤌, H2154→𐤆𐤌𐤄
  𐤄𐤆𐤉𐤓        H5144     𐤍𐤆𐤓          H2094     𐤆𐤄𐤓          verb
      candidates: H2094→𐤆𐤄𐤓, H2095→𐤆𐤄𐤓, H2096→𐤆𐤄𐤓
  𐤄𐤆𐤉𐤓𐤅      H5144     𐤍𐤆𐤓          H2116     𐤆𐤅𐤓𐤄        verb
      candidates: H2116→𐤆𐤅𐤓𐤄, H3138→𐤉𐤅𐤓𐤄, H3139→𐤉𐤅𐤓𐤄
  𐤄𐤆𐤉𐤕        H5137     𐤍𐤆𐤄          H2132     𐤆𐤉𐤕          verb
      candidates: H2132→𐤆𐤉𐤕, H1958→𐤄𐤉, H2088→𐤆𐤄
  𐤄𐤇𐤅𐤍𐤉      H2324     𐤇𐤅𐤀          H2057     𐤅𐤍𐤉𐤄        verb
      candidates: H2057→𐤅𐤍𐤉𐤄, H3123→𐤉𐤅𐤍𐤄, H3124→𐤉𐤅𐤍𐤄
  𐤄𐤇𐤉𐤓𐤕      H6367     𐤐𐤉𐤄𐤇𐤉𐤓𐤕  H2437     𐤇𐤉𐤓𐤄        nmpr
      candidates: H2437→𐤇𐤉𐤓𐤄, H3502→𐤉𐤕𐤓𐤄, H8474→𐤕𐤇𐤓𐤄
  𐤄𐤇𐤋𐤅𐤕      H2490     𐤇𐤋𐤋          H2455     𐤇𐤋            verb
      candidates: H2455→𐤇𐤋, H2848→𐤇𐤕𐤅𐤋, H2854→𐤇𐤕𐤋𐤄, H8462→𐤕𐤇𐤋𐤄
  𐤄𐤇𐤋𐤉𐤒      H6310     𐤇𐤋𐤉𐤒        H2481     𐤇𐤋𐤉          verb
      candidates: H2481→𐤇𐤋𐤉, H2482→𐤇𐤋𐤉, H2483→𐤇𐤋𐤉, H2455→𐤇𐤋, H2518→𐤇𐤋𐤒𐤉𐤄, H2430→𐤇𐤉𐤋𐤄, H2484→𐤇𐤋𐤉𐤄
  𐤄𐤈𐤄          H5186     𐤍𐤈𐤄          H1929     𐤄𐤄            verb
      candidates: H1929→𐤄𐤄
  𐤄𐤈𐤄𐤅        H5186     𐤍𐤈𐤄          H1942     𐤄𐤅𐤄          verb
      candidates: H1942→𐤄𐤅𐤄, H1943→𐤄𐤅𐤄, H2901→𐤈𐤅𐤄
  𐤄𐤈𐤅          H5186     𐤍𐤈𐤄          H2901     𐤈𐤅𐤄          verb
      candidates: H2901→𐤈𐤅𐤄, H1930→𐤄𐤅
  𐤄𐤈𐤅𐤕        H5186     𐤍𐤈𐤄          H2901     𐤈𐤅𐤄          verb
      candidates: H2901→𐤈𐤅𐤄, H2908→𐤈𐤅𐤕, H8414→𐤕𐤄𐤅
  𐤄𐤈𐤇          H2902     𐤈𐤅𐤇          H2406     𐤇𐤈𐤄          verb
      candidates: H2406→𐤇𐤈𐤄, H2909→𐤈𐤇𐤄, H2910→𐤈𐤇𐤄
  𐤄𐤈𐤉          H3588     𐤊𐤉            H3194     𐤉𐤈𐤄          verb
      candidates: H3194→𐤉𐤈𐤄, H1958→𐤄𐤉, H3050→𐤉𐤄
  𐤄𐤈𐤉𐤁        H2895     𐤈𐤅𐤁          H3192     𐤉𐤈𐤁𐤄        verb
      candidates: H3192→𐤉𐤈𐤁𐤄, H923→𐤁𐤄𐤈, H3051→𐤉𐤄𐤁
  𐤄𐤈𐤉𐤁𐤕      H2895     𐤈𐤅𐤁          H3193     𐤉𐤈𐤁𐤕𐤄      verb
      candidates: H3193→𐤉𐤈𐤁𐤕𐤄, H1332→𐤁𐤕𐤉𐤄, H3192→𐤉𐤈𐤁𐤄
  𐤄𐤈𐤉𐤋        H2904     𐤈𐤅𐤋          H2924     𐤈𐤋𐤄          verb
      candidates: H2924→𐤈𐤋𐤄, H3194→𐤉𐤈𐤄, H3857→𐤋𐤄𐤈
  𐤄𐤈𐤉𐤋𐤍𐤉    H2904     𐤈𐤅𐤋          H5187     𐤍𐤈𐤉𐤋        verb
      candidates: H5187→𐤍𐤈𐤉𐤋, H1969→𐤄𐤉𐤍, H2917→𐤈𐤉𐤍
  𐤄𐤈𐤉𐤐𐤅      H5197     𐤍𐤈𐤐          H1945     𐤄𐤅𐤉          verb
      candidates: H1945→𐤄𐤅𐤉, H2901→𐤈𐤅𐤄, H3194→𐤉𐤈𐤄
  𐤄𐤈𐤉𐤕𐤉      H5186     𐤍𐤈𐤄          H3194     𐤉𐤈𐤄          verb
      candidates: H3194→𐤉𐤈𐤄, H1958→𐤄𐤉, H3050→𐤉𐤄
  𐤄𐤈𐤉𐤕𐤌      H5186     𐤍𐤈𐤄          H3495     𐤉𐤕𐤌𐤄        verb
      candidates: H3495→𐤉𐤕𐤌𐤄, H2933→𐤈𐤌𐤄, H3194→𐤉𐤈𐤄
  𐤄𐤈𐤋𐤕𐤉      H2904     𐤈𐤅𐤋          H2919     𐤈𐤋            verb
      candidates: H2919→𐤈𐤋, H2920→𐤈𐤋, H3494→𐤉𐤕𐤋𐤄, H2048→𐤄𐤕𐤋, H2049→𐤄𐤕𐤋
  𐤄𐤈𐤕𐤄        H5186     𐤍𐤈𐤄          H1929     𐤄𐤄            verb
      candidates: H1929→𐤄𐤄
  𐤄𐤈𐤕𐤅        H5186     𐤍𐤈𐤄          H2901     𐤈𐤅𐤄          verb
      candidates: H2901→𐤈𐤅𐤄, H2908→𐤈𐤅𐤕, H8414→𐤕𐤄𐤅
  𐤄𐤉𐤀          H1931     𐤄𐤅𐤀          H1958     𐤄𐤉            prps
      candidates: H1958→𐤄𐤉, H165→𐤀𐤄𐤉, H344→𐤀𐤉𐤄, H345→𐤀𐤉𐤄
  𐤄𐤉𐤃𐤅𐤕      H1960     𐤄𐤉𐤃𐤄        H1958     𐤄𐤉            subs
      candidates: H1958→𐤄𐤉, H3061→𐤉𐤄𐤅𐤃, H8426→𐤕𐤅𐤃𐤄, H1738→𐤃𐤅𐤄
  𐤄𐤉𐤉𐤍𐤅      H1961     𐤄𐤉𐤄          H1958     𐤄𐤉            verb
      candidates: H1958→𐤄𐤉, H2057→𐤅𐤍𐤉𐤄, H3123→𐤉𐤅𐤍𐤄, H3124→𐤉𐤅𐤍𐤄
  𐤄𐤉𐤉𐤕        H1961     𐤄𐤉𐤄          H1958     𐤄𐤉            verb
      candidates: H1958→𐤄𐤉, H3050→𐤉𐤄, H3487→𐤉𐤕
  𐤄𐤉𐤉𐤕𐤉      H1961     𐤄𐤉𐤄          H1958     𐤄𐤉            verb
      candidates: H1958→𐤄𐤉, H3050→𐤉𐤄, H3487→𐤉𐤕
  𐤄𐤉𐤉𐤕𐤌      H1961     𐤄𐤉𐤄          H1958     𐤄𐤉            verb
      candidates: H1958→𐤄𐤉, H3495→𐤉𐤕𐤌𐤄, H4970→𐤌𐤕𐤉, H8538→𐤕𐤌𐤄
  𐤄𐤉𐤊𐤋𐤄      H8238     𐤔𐤐𐤓𐤐𐤓      H1964     𐤄𐤉𐤊𐤋        subs
      candidates: H1964→𐤄𐤉𐤊𐤋, H1965→𐤄𐤉𐤊𐤋, H1963→𐤄𐤉𐤊, H1958→𐤄𐤉, H1979→𐤄𐤋𐤉𐤊𐤄, H1978→𐤄𐤋𐤉𐤊, H3629→𐤊𐤋𐤉𐤄
  𐤄𐤉𐤊𐤋𐤊      H2416     𐤄𐤉𐤊𐤋        H1964     𐤄𐤉𐤊𐤋        subs
      candidates: H1964→𐤄𐤉𐤊𐤋, H1965→𐤄𐤉𐤊𐤋, H1963→𐤄𐤉𐤊, H1958→𐤄𐤉, H1978→𐤄𐤋𐤉𐤊, H3629→𐤊𐤋𐤉𐤄, H1980→𐤄𐤋𐤊
  𐤄𐤉𐤌𐤉𐤓      H4171     𐤉𐤌𐤉𐤓        H3220     𐤉𐤌            verb
      candidates: H3220→𐤉𐤌, H3221→𐤉𐤌, H3222→𐤉𐤌, H3414→𐤉𐤓𐤌𐤉𐤄, H3093→𐤉𐤄𐤉𐤓, H3236→𐤉𐤌𐤓𐤄
  𐤄𐤉𐤕          H1961     𐤄𐤉𐤄          H1958     𐤄𐤉            verb
      candidates: H1958→𐤄𐤉, H3050→𐤉𐤄, H3487→𐤉𐤕
  𐤄𐤉𐤕𐤅        H1961     𐤄𐤉𐤄          H1958     𐤄𐤉            verb
      candidates: H1958→𐤄𐤉, H1945→𐤄𐤅𐤉, H8414→𐤕𐤄𐤅, H8427→𐤕𐤅𐤄
  𐤄𐤉𐤕𐤉𐤄      H858      𐤀𐤕𐤄          H3487     𐤉𐤕            verb
      candidates: H3487→𐤉𐤕, H1961→𐤄𐤉𐤄, H1962→𐤄𐤉𐤄, H1929→𐤄𐤄
  𐤄𐤉𐤕𐤉𐤅      H858      𐤀𐤕𐤄          H3487     𐤉𐤕            verb
      candidates: H3487→𐤉𐤕, H1945→𐤄𐤅𐤉, H8414→𐤕𐤄𐤅, H8427→𐤕𐤅𐤄
  𐤄𐤉𐤕𐤉𐤕      H236      𐤀𐤆𐤋          H3487     𐤉𐤕            verb
      candidates: H3487→𐤉𐤕, H2050→𐤄𐤕𐤕, H3509→𐤉𐤕𐤕, H1958→𐤄𐤉
  𐤄𐤉𐤕𐤊        H1961     𐤄𐤉𐤄          H1958     𐤄𐤉            verb
      candidates: H1958→𐤄𐤉, H1963→𐤄𐤉𐤊, H2047→𐤄𐤕𐤊, H3794→𐤊𐤕𐤉
  𐤄𐤊            H5221     𐤍𐤊𐤄          H3541     𐤊𐤄            verb
      candidates: H3541→𐤊𐤄, H3542→𐤊𐤄
  𐤄𐤊𐤄          H5221     𐤍𐤊𐤄          H3541     𐤊𐤄            verb
      candidates: H3541→𐤊𐤄, H3542→𐤊𐤄, H3543→𐤊𐤄𐤄, H3544→𐤊𐤄𐤄, H3545→𐤊𐤄𐤄
  𐤄𐤊𐤄𐤅        H5221     𐤍𐤊𐤄          H1942     𐤄𐤅𐤄          verb
      candidates: H1942→𐤄𐤅𐤄, H1943→𐤄𐤅𐤄, H1946→𐤄𐤅𐤊
  𐤄𐤊𐤅          H5221     𐤍𐤊𐤄          H1946     𐤄𐤅𐤊          verb
      candidates: H1946→𐤄𐤅𐤊, H3554→𐤊𐤅𐤄, H1930→𐤄𐤅
  𐤄𐤊𐤅𐤌        H5221     𐤍𐤊𐤄          H4348     𐤌𐤊𐤅𐤄        verb
      candidates: H4348→𐤌𐤊𐤅𐤄, H1946→𐤄𐤅𐤊, H1949→𐤄𐤅𐤌
  𐤄𐤊𐤅𐤕        H5221     𐤍𐤊𐤄          H2046     𐤄𐤕𐤅𐤊        verb
      candidates: H2046→𐤄𐤕𐤅𐤊, H1946→𐤄𐤅𐤊, H2047→𐤄𐤕𐤊
  𐤄𐤊𐤅𐤕𐤅      H5221     𐤍𐤊𐤄          H2046     𐤄𐤕𐤅𐤊        verb
      candidates: H2046→𐤄𐤕𐤅𐤊, H1946→𐤄𐤅𐤊, H2047→𐤄𐤕𐤊
  𐤄𐤊𐤅𐤕𐤉      H5221     𐤍𐤊𐤄          H2046     𐤄𐤕𐤅𐤊        verb
      candidates: H2046→𐤄𐤕𐤅𐤊, H3555→𐤊𐤅𐤉𐤄, H1945→𐤄𐤅𐤉
  𐤄𐤊𐤅𐤕𐤊      H5221     𐤍𐤊𐤄          H2046     𐤄𐤕𐤅𐤊        verb
      candidates: H2046→𐤄𐤕𐤅𐤊, H1946→𐤄𐤅𐤊, H2047→𐤄𐤕𐤊
  𐤄𐤊𐤅𐤕𐤌      H5221     𐤍𐤊𐤄          H2046     𐤄𐤕𐤅𐤊        verb
      candidates: H2046→𐤄𐤕𐤅𐤊, H4348→𐤌𐤊𐤅𐤄, H4386→𐤌𐤊𐤕𐤄
  𐤄𐤊𐤉𐤋        H3557     𐤊𐤅𐤋          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H1964→𐤄𐤉𐤊𐤋, H1965→𐤄𐤉𐤊𐤋, H1978→𐤄𐤋𐤉𐤊
  𐤄𐤊𐤉𐤍        H3559     𐤊𐤅𐤍          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H1963→𐤄𐤉𐤊, H1969→𐤄𐤉𐤍, H3238→𐤉𐤍𐤄
  𐤄𐤊𐤉𐤍𐤄      H3559     𐤊𐤅𐤍          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H3550→𐤊𐤄𐤍𐤄, H5093→𐤍𐤄𐤉𐤄, H1961→𐤄𐤉𐤄
  𐤄𐤊𐤉𐤍𐤍𐤉    H3559     𐤊𐤅𐤍          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H3204→𐤉𐤊𐤍𐤉𐤄, H3663→𐤊𐤍𐤍𐤉𐤄, H3199→𐤉𐤊𐤉𐤍
  𐤄𐤊𐤉𐤍𐤕𐤄    H3559     𐤊𐤉𐤍𐤕𐤄      H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H3550→𐤊𐤄𐤍𐤄, H5093→𐤍𐤄𐤉𐤄, H1961→𐤄𐤉𐤄
  𐤄𐤊𐤉𐤍𐤕𐤉    H3559     𐤊𐤅𐤍          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H3204→𐤉𐤊𐤍𐤉𐤄, H3199→𐤉𐤊𐤉𐤍, H1963→𐤄𐤉𐤊
  𐤄𐤊𐤉𐤕        H5221     𐤍𐤊𐤄          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H1963→𐤄𐤉𐤊, H2047→𐤄𐤕𐤊, H3794→𐤊𐤕𐤉
  𐤄𐤊𐤉𐤕𐤄      H5221     𐤊𐤉𐤕𐤄        H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H1961→𐤄𐤉𐤄, H1962→𐤄𐤉𐤄, H1963→𐤄𐤉𐤊
  𐤄𐤊𐤉𐤕𐤅      H5221     𐤍𐤊𐤄          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H2046→𐤄𐤕𐤅𐤊, H3555→𐤊𐤅𐤉𐤄, H1945→𐤄𐤅𐤉
  𐤄𐤊𐤉𐤕𐤉      H5221     𐤍𐤊𐤄          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H1963→𐤄𐤉𐤊, H2047→𐤄𐤕𐤊, H3794→𐤊𐤕𐤉
  𐤄𐤊𐤉𐤕𐤉𐤅    H5221     𐤍𐤊𐤄          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H2046→𐤄𐤕𐤅𐤊, H3555→𐤊𐤅𐤉𐤄, H1945→𐤄𐤅𐤉
  𐤄𐤊𐤉𐤕𐤉𐤊    H5221     𐤊𐤉𐤕𐤉𐤊      H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H1963→𐤄𐤉𐤊, H2047→𐤄𐤕𐤊, H3602→𐤊𐤊𐤄
  𐤄𐤊𐤉𐤕𐤊      H5221     𐤍𐤊𐤄          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H1963→𐤄𐤉𐤊, H2047→𐤄𐤕𐤊, H3602→𐤊𐤊𐤄
  𐤄𐤊𐤉𐤕𐤌      H5221     𐤍𐤊𐤄          H3587     𐤊𐤉            verb
      candidates: H3587→𐤊𐤉, H3588→𐤊𐤉, H3495→𐤉𐤕𐤌𐤄, H3598→𐤊𐤉𐤌𐤄, H4318→𐤌𐤉𐤊𐤄
  𐤄𐤊𐤊          H5221     𐤍𐤊𐤄          H3602     𐤊𐤊𐤄          verb
      candidates: H3602→𐤊𐤊𐤄, H3541→𐤊𐤄, H3542→𐤊𐤄
  𐤄𐤊𐤌          H5221     𐤍𐤊𐤄          H3642     𐤊𐤌𐤄          verb
      candidates: H3642→𐤊𐤌𐤄, H4347→𐤌𐤊𐤄, H1990→𐤄𐤌
  𐤄𐤊𐤍          H3559     𐤊𐤅𐤍          H3651     𐤊𐤍            verb
      candidates: H3651→𐤊𐤍, H3652→𐤊𐤍, H3653→𐤊𐤍, H3654→𐤊𐤍, H3547→𐤊𐤄𐤍, H3548→𐤊𐤄𐤍, H3549→𐤊𐤄𐤍
  𐤄𐤊𐤍𐤕𐤉      H3559     𐤊𐤅𐤍          H3651     𐤊𐤍            verb
      candidates: H3651→𐤊𐤍, H3652→𐤊𐤍, H3653→𐤊𐤍, H3654→𐤊𐤍, H1963→𐤄𐤉𐤊, H1969→𐤄𐤉𐤍, H2047→𐤄𐤕𐤊
  𐤄𐤊𐤓          H5234     𐤍𐤊𐤓          H3733     𐤊𐤓            verb
      candidates: H3733→𐤊𐤓, H3734→𐤊𐤓, H1970→𐤄𐤊𐤓, H3738→𐤊𐤓𐤄, H3739→𐤊𐤓𐤄
  𐤄𐤊𐤓𐤄𐤅      H5234     𐤍𐤊𐤓          H3733     𐤊𐤓            verb
      candidates: H3733→𐤊𐤓, H3734→𐤊𐤓, H1971→𐤄𐤊𐤓𐤄, H1942→𐤄𐤅𐤄, H1943→𐤄𐤅𐤄
  𐤄𐤊𐤕𐤄        H5221     𐤍𐤊𐤄          H2047     𐤄𐤕𐤊          verb
      candidates: H2047→𐤄𐤕𐤊, H3543→𐤊𐤄𐤄, H3544→𐤊𐤄𐤄
  𐤄𐤊𐤕𐤅        H5221     𐤍𐤊𐤄          H2046     𐤄𐤕𐤅𐤊        verb
      candidates: H2046→𐤄𐤕𐤅𐤊, H1946→𐤄𐤅𐤊, H2047→𐤄𐤕𐤊
  𐤄𐤊𐤕𐤉        H5221     𐤍𐤊𐤄          H1963     𐤄𐤉𐤊          verb
      candidates: H1963→𐤄𐤉𐤊, H2047→𐤄𐤕𐤊, H3794→𐤊𐤕𐤉
  𐤄𐤊𐤕𐤉𐤅      H5221     𐤍𐤊𐤄          H2046     𐤄𐤕𐤅𐤊        verb
      candidates: H2046→𐤄𐤕𐤅𐤊, H3555→𐤊𐤅𐤉𐤄, H1945→𐤄𐤅𐤉
  𐤄𐤊𐤕𐤊        H5221     𐤍𐤊𐤄          H2047     𐤄𐤕𐤊          verb
      candidates: H2047→𐤄𐤕𐤊, H3602→𐤊𐤊𐤄, H8497→𐤕𐤊𐤄
  𐤄𐤊𐤕𐤌        H5221     𐤍𐤊𐤄          H4386     𐤌𐤊𐤕𐤄        verb
      candidates: H4386→𐤌𐤊𐤕𐤄, H2047→𐤄𐤕𐤊, H3642→𐤊𐤌𐤄
  𐤄𐤋𐤅          H1984     𐤄𐤋𐤋          H3867     𐤋𐤅𐤄          verb
      candidates: H3867→𐤋𐤅𐤄, H1930→𐤄𐤅
  𐤄𐤋𐤉𐤊𐤕      H1979     𐤄𐤋𐤉𐤊𐤄      H1978     𐤄𐤋𐤉𐤊        subs
      candidates: H1978→𐤄𐤋𐤉𐤊, H1964→𐤄𐤉𐤊𐤋, H1965→𐤄𐤉𐤊𐤋, H3494→𐤉𐤕𐤋𐤄
  𐤄𐤋𐤉𐤍𐤕𐤌    H3885     𐤋𐤅𐤍          H4983     𐤌𐤕𐤍𐤉𐤄      verb
      candidates: H4983→𐤌𐤕𐤍𐤉𐤄, H1968→𐤄𐤉𐤌𐤍, H3095→𐤉𐤄𐤋𐤌
  𐤄𐤋𐤉𐤑𐤍𐤉    H3887     𐤋𐤅𐤑          H1969     𐤄𐤉𐤍          verb
      candidates: H1969→𐤄𐤉𐤍, H2021→𐤄𐤑𐤍, H3096→𐤉𐤄𐤑
  𐤄𐤋𐤋𐤅𐤊      H4057     𐤌𐤃𐤁𐤓        H1984     𐤄𐤋𐤋          verb
      candidates: H1984→𐤄𐤋𐤋, H1985→𐤄𐤋𐤋, H3623→𐤊𐤋𐤅𐤋𐤄, H1974→𐤄𐤋𐤅𐤋, H1946→𐤄𐤅𐤊
  𐤄𐤌𐤅𐤍𐤊𐤀    H2002     𐤄𐤌𐤅𐤍𐤊𐤀    H1995     𐤄𐤌𐤅𐤍        subs
      candidates: H1995→𐤄𐤌𐤅𐤍, H1994→𐤄𐤌𐤅, H1990→𐤄𐤌, H1991→𐤄𐤌, H1992→𐤄𐤌, H530→𐤀𐤌𐤅𐤍𐤄, H4350→𐤌𐤊𐤅𐤍𐤄, H208→𐤀𐤅𐤍𐤌
  𐤄𐤌𐤅𐤕        H1993     𐤄𐤌𐤄          H1990     𐤄𐤌            verb
      candidates: H1990→𐤄𐤌, H1991→𐤄𐤌, H1992→𐤄𐤌, H8415→𐤕𐤄𐤅𐤌, H1949→𐤄𐤅𐤌, H1994→𐤄𐤌𐤅
  𐤄𐤌𐤉𐤅𐤕      H1993     𐤄𐤌𐤄          H1990     𐤄𐤌            verb
      candidates: H1990→𐤄𐤌, H1991→𐤄𐤌, H1992→𐤄𐤌, H3147→𐤉𐤅𐤕𐤌, H3490→𐤉𐤕𐤅𐤌, H3495→𐤉𐤕𐤌𐤄
  𐤄𐤌𐤉𐤕        H4191     𐤌𐤅𐤕          H4310     𐤌𐤉            verb
      candidates: H4310→𐤌𐤉, H3495→𐤉𐤕𐤌𐤄, H4970→𐤌𐤕𐤉, H8538→𐤕𐤌𐤄
  𐤄𐤌𐤉𐤕𐤊      H4191     𐤌𐤅𐤕          H4310     𐤌𐤉            verb
      candidates: H4310→𐤌𐤉, H3495→𐤉𐤕𐤌𐤄, H3598→𐤊𐤉𐤌𐤄, H4318→𐤌𐤉𐤊𐤄
  𐤄𐤌𐤉𐤕𐤌      H4191     𐤌𐤅𐤕          H4310     𐤌𐤉            verb
      candidates: H4310→𐤌𐤉, H1967→𐤄𐤉𐤌𐤌, H3495→𐤉𐤕𐤌𐤄, H8549→𐤕𐤌𐤉𐤌
  𐤄𐤌𐤉𐤕𐤍𐤉    H4191     𐤌𐤅𐤕          H4310     𐤌𐤉            verb
      candidates: H4310→𐤌𐤉, H4983→𐤌𐤕𐤍𐤉𐤄, H8488→𐤕𐤉𐤌𐤍𐤉, H8489→𐤕𐤉𐤌𐤍𐤉
  𐤄𐤌𐤊𐤅        H4355     𐤌𐤊𐤊          H4348     𐤌𐤊𐤅𐤄        verb
      candidates: H4348→𐤌𐤊𐤅𐤄, H1946→𐤄𐤅𐤊, H1949→𐤄𐤅𐤌
  𐤄𐤌𐤋          H4135     𐤌𐤅𐤋          H1990     𐤄𐤌            verb
